C_NATIONKEY,C_ACCTBAL,CORR1,CORR2,C_MKTSEGMENT,C_PHONE
15,5740,545,777,2,2709
15,4066,101,872,3,2873
17,5593,935,1079,1,6870
4,9338,838,957,2,307
13,4740,923,1081,0,2451
0,9363,745,843,2,8816
14,9682,773,606,1,9542
7,5118,137,1027,4,7955
10,1155,512,501,1,6870
14,290,891,293,0,5967
20,4336,311,936,2,2451
15,1155,911,925,3,9637
20,2806,508,150,0,8710
6,7698,882,554,1,9748
5,3450,432,302,3,5265
19,2216,758,474,0,4326
13,8294,541,316,4,9616
14,3299,180,198,3,7417
11,2930,690,1023,2,7412
15,8049,845,930,3,2709
19,6347,439,368,1,9247
10,2305,286,1040,3,4709
23,290,548,857,3,3814
5,829,436,623,1,9529
12,6047,889,858,2,9247
0,2351,445,648,0,9367
24,9603,778,310,1,8937
13,7266,253,813,3,7417
4,4034,74,581,1,3901
15,10535,932,581,2,2709
19,6047,939,514,2,4395
18,5555,601,517,1,9271
3,7725,490,281,0,3692
6,8619,180,592,3,72
19,9925,253,690,1,1924
14,8049,685,622,1,36
8,5596,331,937,4,5119
21,4979,684,925,3,8507
14,2991,508,214,2,8507
5,6855,357,332,4,4227
23,2468,369,661,0,209
14,7970,537,200,3,2451
9,5339,124,968,3,678
8,4228,814,607,0,6194
6,4333,987,440,3,916
13,4858,887,99,3,9616
11,1335,5,585,4,8507
3,4229,761,1066,3,3371
10,10112,926,958,2,2709
2,2756,992,729,3,1113
6,2083,459,432,4,9719
4,2480,990,62,1,9512
9,6878,606,619,2,2150
22,440,877,519,0,9616
1,6692,705,312,0,6430
16,1155,398,269,2,6870
20,1030,519,452,0,4395
19,5740,802,478,4,7327
6,8890,125,841,4,5245
15,10944,793,782,0,5758
22,8625,3,384,1,2873
11,2961,82,714,3,1357
16,9747,266,271,0,5444
16,2725,530,218,4,2709
11,10206,42,124,1,891
4,5556,957,667,0,8595
15,5118,660,102,0,1357
23,3299,323,815,4,2479
13,6347,56,893,2,8982
0,8847,506,452,1,7287
4,5976,662,986,4,1680
12,793,262,383,1,3831
13,6804,289,152,1,7417
13,4336,255,713,2,7327
23,10032,700,138,2,5444
13,4066,688,1007,3,4395
3,8516,438,661,2,1615
22,646,396,786,2,5337
16,4405,695,141,1,4788
8,1048,216,789,2,5704
0,167,933,961,4,3655
5,7547,618,448,3,1098
21,8505,251,832,2,8710
7,8129,923,1050,0,3326
21,9757,207,377,1,6870
12,7445,773,769,1,4326
2,9577,741,380,0,197
23,2089,159,652,3,4595
0,8132,985,510,4,4513
14,8090,188,319,2,36
8,2156,181,244,4,8204
24,2216,50,148,1,9246
19,2480,885,1068,3,1899
6,10751,803,450,3,8372
14,6500,214,562,4,9226
22,2216,492,206,4,5444
12,290,238,1018,1,9542
0,5983,989,518,1,2150
15,7754,673,445,0,5890
3,1350,422,935,0,2553
1,1945,463,899,2,6040
5,7945,773,840,0,9838
3,3861,355,968,3,5748
15,5334,308,479,4,5765
21,8505,964,672,1,7417
1,6047,332,444,3,8861
2,6194,595,301,1,8144
16,1155,742,702,3,7327
22,6299,345,1011,2,7981
0,10968,613,362,3,2068
12,10693,230,732,4,2709
7,10630,205,608,0,2240
11,1032,805,933,1,5967
11,1372,631,1013,2,2479
14,556,70,411,3,5444
8,8000,924,677,4,2847
7,5530,891,525,3,3397
7,7028,273,421,0,7902
9,7031,946,794,3,4300
4,5292,138,867,4,3970
0,7248,225,264,3,8576
6,10347,531,319,3,3442
22,9569,898,522,3,7286
7,3983,717,417,0,814
9,3556,955,613,3,9935
10,10015,257,664,3,2479
11,3299,426,1039,4,891
7,4858,451,200,2,1817
12,4400,857,919,1,8507
5,9984,150,498,4,2184
5,9521,196,301,4,751
2,8566,467,778,2,4282
8,10072,190,176,3,3409
5,2295,716,942,2,2648
9,9408,659,960,2,3087
8,3320,32,982,1,8482
13,5593,273,421,3,8710
15,1934,119,538,4,4973
12,2734,764,1061,3,8710
10,1943,475,508,0,9542
17,4400,484,721,1,5967
23,4400,576,610,2,8507
19,9174,415,474,1,4326
14,4817,597,443,4,9246
20,3537,735,902,2,891
5,7133,374,419,4,4072
16,10944,401,412,1,8982
1,1938,690,673,0,4816
1,3319,946,264,4,7994
21,2601,762,921,2,9246
1,8043,6,542,3,8435
7,3374,99,959,0,448
13,4788,361,893,1,5967
21,10369,880,852,1,8507
14,7760,302,143,3,9637
11,3983,435,675,4,4595
7,7267,334,198,4,35
2,475,935,443,0,3796
2,6322,367,576,1,6479
5,10047,803,260,0,5000
4,5944,156,427,2,6308
21,493,315,423,3,4595
2,905,652,659,3,9511
3,8296,464,700,2,3656
7,39,938,711,1,2939
23,5051,191,132,0,4973
2,656,681,645,0,3787
20,10369,594,467,2,6870
0,976,378,371,3,7204
8,1454,944,654,2,4033
9,5051,752,367,2,8739
11,2132,360,328,1,969
7,942,806,955,0,8009
9,2961,679,680,2,2491
1,4637,491,314,2,697
14,5979,816,463,3,8710
11,8505,666,660,4,2709
15,8966,431,1015,3,6610
6,8798,494,125,1,3137
14,2188,393,503,3,8507
9,1233,364,776,0,9828
20,9474,350,483,2,8507
8,7008,646,251,3,160
11,1032,486,713,2,7327
6,7008,460,683,1,5387
23,2046,131,776,2,2451
23,2654,473,140,2,2709
9,6110,206,319,3,8124
8,9498,560,471,1,3658
9,8074,28,179,1,4528
20,1934,922,1009,2,2479
17,10206,828,298,4,4595
6,1114,882,325,0,1672
7,8880,982,615,1,5857
3,5431,637,356,1,2236
19,7431,416,868,0,1271
1,6018,774,594,3,498
11,4066,734,492,1,3864
12,2526,807,899,2,9247
23,5979,491,314,3,3831
24,6294,388,516,2,5758
12,1155,697,209,1,891
21,1707,252,894,1,9637
4,6206,247,418,3,6470
14,3537,245,281,3,6870
5,994,980,243,3,626
20,6512,929,140,2,4907
8,5002,563,1055,2,8492
7,2877,751,182,3,2206
8,2751,840,515,3,5908
23,2877,995,606,2,9542
12,5979,566,771,3,891
22,3870,820,622,0,2709
22,2806,891,293,2,8982
17,4762,252,890,0,9616
2,6607,48,797,2,3658
7,3278,193,486,3,5897
3,4702,818,670,0,7909
11,6731,458,583,3,5758
15,8043,185,1061,0,5758
3,10929,296,169,0,5872
18,2961,301,469,0,3831
3,8869,19,529,1,1590
9,9573,81,891,3,1309
19,3174,515,993,2,8982
12,5979,865,255,4,4595
7,2727,381,290,1,1384
7,1952,318,427,1,6753
2,7287,876,293,3,8021
7,7963,125,841,4,9988
16,6285,787,669,4,4395
15,2879,223,427,3,8507
1,9861,995,1059,4,6477
3,8413,534,843,1,9280
14,8294,492,470,2,8710
3,4709,372,506,4,6164
11,556,469,655,4,8710
6,444,28,412,4,6809
8,822,597,1070,4,853
6,3009,806,815,3,5767
6,8523,534,745,2,3261
1,9062,38,434,4,1974
21,2879,675,622,1,9616
8,10977,490,815,4,9165
12,1372,816,341,4,891
8,3983,355,452,1,5043
3,4126,803,524,2,4891
13,10206,887,862,3,9542
1,2058,236,204,3,3516
19,8625,185,159,0,3831
10,2089,790,454,1,9247
9,8625,294,675,1,350
1,2370,937,895,0,1501
13,2879,301,469,4,3831
12,2725,950,566,4,4973
11,10712,752,940,2,8982
12,6184,840,854,4,9542
1,1949,827,488,4,7954
20,8597,695,647,0,9486
19,939,339,500,2,6870
21,4019,901,444,2,1357
6,290,734,802,3,5066
3,6451,379,270,3,6549
15,556,235,566,1,5758
6,9981,70,1001,0,9641
18,3661,196,291,0,6381
21,5516,565,323,4,9637
7,2567,732,559,0,8752
6,10017,482,391,4,4068
12,2183,323,939,3,9246
21,4767,814,839,0,8670
7,1329,97,217,4,3826
6,9418,567,649,2,6560
0,10276,273,657,2,1167
15,10369,486,295,2,2451
11,2216,386,478,1,5765
18,10944,184,813,1,7417
9,10521,898,982,0,1591
2,10785,820,217,4,7729
2,290,587,217,1,9361
12,10112,787,753,4,1899
23,8043,982,1009,1,2479
8,5520,497,853,0,4626
2,10483,685,828,2,8787
8,9065,398,336,3,9778
10,3954,597,972,0,9637
22,6294,416,691,3,1899
11,2089,924,575,2,4595
5,6593,292,459,3,7875
8,6330,172,418,1,8522
5,3939,856,849,2,5853
21,2826,74,647,3,5444
0,8489,878,179,4,4991
18,10211,597,784,4,885
14,4361,657,127,1,5967
3,2991,812,512,1,9704
5,5723,654,891,3,8533
20,1943,452,373,3,143
21,2314,305,143,3,9637
4,6317,105,320,3,9519
1,10528,831,441,1,3435
15,4400,206,490,3,7412
19,2782,239,305,2,4326
9,6439,188,686,0,9248
11,311,683,269,0,5444
18,8043,329,845,0,2709
21,8910,622,592,2,4595
6,2086,212,428,0,512
10,6833,753,202,2,5758
17,493,821,467,2,6061
2,4782,88,683,1,4546
5,10226,932,329,3,1501
3,5819,52,286,2,7919
11,8847,802,828,4,2709
18,9747,364,776,4,9226
19,7287,714,530,4,9616
4,4015,723,1046,2,7317
5,8631,520,1025,3,5090
15,10712,806,660,4,2709
8,6769,345,1033,3,5551
3,147,768,975,4,8506
3,9880,473,502,4,4536
19,4788,509,860,4,3831
12,6017,348,900,0,3814
15,7760,767,726,2,2451
18,1685,692,217,1,5444
11,3299,488,880,3,7327
22,6347,938,737,4,5758
20,3299,916,798,2,891
24,7884,829,238,4,2479
20,1335,300,676,1,891
22,4323,884,976,3,5758
8,7292,120,1016,2,3812
1,679,123,804,2,2090
4,6562,447,286,3,1685
9,5051,328,918,4,3747
7,10694,452,778,3,8985
12,5556,153,857,2,3814
14,2870,716,1023,2,7412
12,8049,129,879,3,6870
22,1155,477,199,2,2873
20,7252,285,689,2,5765
8,7433,379,590,0,4477
16,2782,965,965,1,6870
5,10507,67,177,0,3680
22,169,89,1054,2,13
24,7252,936,831,3,6870
2,9319,561,203,4,7512
9,16,1000,526,3,4561
7,1366,461,575,0,7320
0,10,413,622,2,9610
13,8625,151,132,3,9247
15,9174,803,768,1,5444
17,2879,101,429,3,3814
11,290,705,603,2,9542
21,1992,732,491,4,9637
3,5556,692,217,1,4095
15,1372,176,545,2,2873
15,5995,434,1077,4,3814
1,3295,585,882,2,473
4,10120,458,293,2,8671
6,4584,288,671,0,4749
7,10183,607,233,1,4157
22,4229,496,870,2,6870
13,6347,21,1031,2,1899
24,2913,107,474,2,9226
20,2052,109,172,4,3831
1,5697,437,720,3,7954
23,4400,432,1038,3,8982
24,440,167,552,2,9616
0,5093,1095,575,1,8682
7,8446,294,520,2,9431
16,6047,871,736,4,1924
11,1335,85,964,4,4326
20,4979,329,745,1,1924
18,9747,379,667,4,891
20,2654,81,847,2,4595
13,290,734,914,0,36
1,1451,663,525,2,6877
7,6265,959,198,3,306
12,2877,661,660,2,2709
21,9615,964,730,0,2479
15,5593,87,566,2,5444
1,8433,933,288,4,3529
4,2603,730,427,0,6060
16,4229,451,392,4,4595
16,5979,472,926,3,2873
7,4017,520,707,0,242
24,2782,744,476,3,5758
16,5331,51,614,2,3814
16,8373,550,939,4,36
16,3735,323,146,2,9734
23,320,882,521,0,5345
15,2063,611,109,2,4595
14,556,943,152,2,5765
14,6680,797,347,2,2638
20,9615,812,957,0,8982
13,1212,239,305,1,4326
17,7755,246,465,4,891
15,6174,132,379,2,5385
24,2725,830,992,1,7327
14,6347,215,345,2,7417
20,1335,808,598,2,9616
11,1943,32,811,2,5765
22,9174,469,433,4,9542
8,2862,769,947,2,6990
13,6423,567,220,3,3814
10,5881,696,838,3,6927
16,9629,571,1080,3,6061
17,4979,969,638,1,9616
15,1685,125,195,3,36
11,6194,915,163,0,2479
13,1707,839,615,2,6061
15,6341,726,988,3,3289
1,8249,274,476,2,912
13,1943,737,582,4,4326
2,9567,47,250,4,758
7,7956,34,687,4,8580
19,10664,604,303,4,1924
21,5740,986,1026,0,1357
15,440,605,795,4,36
15,1705,609,478,2,5765
9,10206,136,334,0,88
14,4333,67,878,4,9542
18,1685,745,497,3,5444
14,2263,378,290,1,2709
22,4229,891,293,0,2451
18,2806,759,518,1,9637
19,290,735,265,2,3814
10,5118,712,238,4,3814
22,3983,1000,838,1,1899
13,5118,790,454,2,9247
16,6047,366,480,0,9616
2,5165,637,876,3,8346
4,8367,348,734,1,210
19,10712,628,655,2,8710
0,8292,889,718,1,8885
13,7598,988,1094,0,9226
7,9397,922,293,0,5957
19,8373,707,847,2,4595
19,2601,824,955,0,2451
16,6247,678,223,2,4595
3,9828,640,47,3,8719
19,4817,10,945,4,5967
15,7896,226,408,0,3814
15,1707,821,922,1,2270
10,3073,851,102,0,8507
13,2879,332,424,4,8982
14,10847,584,599,4,9616
7,2879,228,306,3,5121
18,7445,529,462,0,9616
2,7921,407,826,4,2535
13,2654,265,543,2,5444
10,1198,635,621,1,4883
9,4833,307,182,4,3278
21,7884,797,521,2,4973
21,2879,923,261,1,7417
19,5814,138,560,3,9226
4,1882,769,664,1,6607
24,8799,183,786,2,8710
20,450,326,971,1,7274
10,9617,453,668,2,9616
5,3933,660,980,0,4957
13,9025,485,300,3,6628
8,3777,166,682,0,5367
20,7590,121,431,4,712
0,4244,390,692,0,2631
7,2667,289,662,4,3399
19,5979,658,300,3,36
20,1372,106,487,2,3831
8,3449,91,468,4,1405
22,4549,983,789,4,7412
12,1852,398,891,4,9616
6,1594,727,750,0,2478
20,5051,27,179,4,724
2,4037,493,893,2,5214
22,1945,586,830,2,4595
8,6328,766,167,4,1052
11,2089,223,399,1,4595
19,9615,83,838,3,3831
7,3804,277,584,4,4671
17,1685,404,777,0,9226
6,6891,434,348,2,5100
24,7428,521,632,2,6061
6,8424,104,237,2,4873
2,5775,741,468,2,5699
9,5682,543,597,1,6023
16,2879,522,213,1,7417
15,8625,241,731,2,3127
23,6661,272,757,2,2548
11,4858,973,591,3,1899
23,1282,430,248,2,2873
8,2877,583,273,4,7065
20,4066,622,967,3,4326
18,9848,499,791,1,3814
22,1992,894,465,4,891
10,4549,578,825,1,4326
17,10712,76,948,0,2709
10,1250,438,839,3,8982
1,5260,346,637,1,3614
16,8373,205,330,1,9542
14,8594,210,325,4,6061
2,2907,761,312,2,9369
19,2766,499,570,0,4124
21,2845,777,1039,0,3831
21,1391,183,719,1,8982
8,3560,492,852,4,3948
8,8380,269,358,4,4793
23,7884,499,1065,3,6870
16,7445,565,691,0,6870
13,8049,243,1144,0,4595
8,8226,320,432,0,5119
15,1707,189,250,1,7417
0,5842,606,821,1,2869
6,1300,467,960,3,2346
21,6347,313,351,4,8982
0,9365,480,305,1,5553
17,9334,337,1019,1,891
2,6255,742,916,3,8159
10,4765,579,100,1,8507
13,4336,653,685,1,1924
13,4400,819,911,0,7412
10,1250,479,721,4,6870
5,5966,531,896,2,7710
0,8525,878,235,2,9131
12,8847,67,810,0,5967
11,493,970,1059,4,7412
5,4745,902,656,1,2
9,8353,496,883,4,9698
16,1391,869,525,0,5644
24,8594,319,696,4,9246
16,1250,572,286,3,5444
0,182,253,518,4,874
1,9474,568,1031,2,5574
24,317,328,918,3,8710
8,6474,723,405,1,5177
6,7064,714,857,3,9223
19,2709,154,510,2,7412
20,6852,512,340,2,7327
0,1756,918,501,2,6029
6,9418,696,270,3,1828
23,5556,977,1089,4,9616
24,5593,713,930,2,8710
19,5016,173,388,3,4973
21,5556,880,206,1,1899
18,3933,246,413,3,2451
19,3537,46,798,3,7417
18,5556,813,838,4,5758
9,2915,761,958,1,7687
24,2089,24,480,2,6870
24,5269,908,272,1,4973
4,6335,893,710,3,5103
9,10782,275,646,4,4003
4,6432,461,568,2,9176
15,8847,220,357,2,5758
18,2480,824,479,2,3814
23,10647,340,987,1,6870
3,10571,107,359,2,8623
23,2782,624,556,1,8982
13,2725,474,146,1,891
8,3946,330,1119,1,4006
16,6383,451,392,3,8218
7,1934,744,332,0,6070
7,2160,561,981,2,8769
3,454,386,324,2,2858
9,7501,115,432,4,7090
5,10001,475,737,4,865
11,8625,933,586,2,6870
3,5824,356,472,3,3086
19,5349,982,705,3,7417
22,2654,646,251,2,4326
14,4858,829,708,2,4395
21,1828,45,385,3,6061
15,9801,167,552,4,8298
20,1060,134,1094,2,8507
21,7840,930,419,2,461
24,4333,531,297,3,9637
24,10032,446,312,3,4973
3,3664,676,638,3,5862
23,1680,600,1058,0,5444
12,10206,620,785,1,5765
19,3933,525,1061,2,8710
22,117,735,1033,1,9637
2,6652,569,754,3,5636
4,5348,155,295,2,0
24,4804,924,725,2,7412
16,9174,281,511,4,3831
12,9617,781,483,4,9246
16,10451,630,925,2,1899
0,3819,797,825,2,8443
15,4979,436,911,4,1924
22,8625,102,508,3,36
7,9649,394,205,1,5175
8,7820,957,224,1,5597
19,4906,469,291,1,9124
13,5118,712,916,3,5765
18,4858,718,275,3,3814
10,2089,831,441,4,5444
14,6194,307,462,2,8507
11,10432,382,900,0,1924
4,720,415,798,2,6509
20,5448,520,831,0,4326
8,8178,638,381,1,9452
20,3308,953,766,0,5444
19,5538,967,1053,0,6116
5,8654,447,286,0,588
9,5866,251,946,4,3281
19,7884,361,357,0,6870
19,5093,520,140,3,8269
15,10141,795,515,2,2873
13,1934,241,475,1,5758
11,9474,299,271,4,3632
8,10050,687,1059,3,8409
18,9615,418,833,2,36
21,1335,659,131,4,3814
5,2125,911,966,4,1071
18,9334,752,940,3,9246
16,10977,915,804,4,3814
10,7884,790,918,2,9246
21,10944,894,654,4,8982
21,8658,81,720,4,1899
22,9264,624,353,2,9226
21,2806,954,1098,3,8982
2,1637,539,822,1,6389
24,6194,81,406,3,7327
15,1934,903,955,3,891
20,8625,200,878,2,5765
16,2879,732,249,3,9542
20,2961,738,1001,0,1899
14,8294,943,1040,4,8507
20,2145,653,222,2,456
10,3299,815,647,4,1924
11,10944,644,641,3,2709
0,1658,416,751,2,3809
7,5292,41,870,3,5656
0,2849,581,1026,3,2913
17,565,414,952,0,2479
16,8815,393,856,4,36
19,7269,286,348,0,1924
6,10967,656,809,1,1375
2,6194,91,1012,1,6432
8,6997,915,986,0,1232
8,4979,518,990,3,9064
8,7527,393,503,3,4470
8,1685,79,145,3,1610
5,9204,179,1007,4,6248
4,3216,631,1013,2,1174
20,10253,984,932,3,4973
23,6501,126,820,1,2451
12,10206,393,258,4,7417
0,4858,622,337,2,9741
23,10281,348,540,0,6354
11,10592,561,301,4,3814
11,1282,156,277,4,6061
8,2377,442,1006,3,3565
4,1425,820,608,2,7049
2,7974,110,964,2,9641
11,737,225,848,0,5758
7,9675,151,850,2,940
22,290,443,1080,1,9542
17,10032,418,896,2,3814
14,9615,58,839,2,36
20,10579,591,448,3,8982
23,1587,932,1113,1,8982
18,3933,339,1083,4,3831
21,290,567,789,4,4326
21,556,986,176,1,2021
13,10811,760,59,1,8982
3,6848,200,505,0,7012
8,9592,804,1107,0,4890
14,4804,661,441,4,4395
23,10944,880,983,3,7417
18,7884,932,141,3,4326
23,8847,311,689,3,5765
8,6525,489,231,4,7307
7,8040,372,903,0,3514
22,8652,361,684,1,8710
2,5593,673,598,3,8483
6,9334,154,636,2,9382
22,3537,880,344,0,6870
8,10744,601,982,3,4147
14,10112,178,694,3,2451
3,5055,380,912,0,1213
11,2709,814,839,3,3831
3,6508,266,271,2,8647
7,1043,284,991,0,5928
9,6442,273,979,3,1813
7,183,299,722,1,1261
20,4400,64,627,1,5967
4,9747,17,292,0,7588
19,3537,953,690,4,1924
12,7656,142,129,4,8507
3,3783,889,803,1,2503
4,8982,243,485,3,2477
17,10206,70,1001,3,1924
5,9435,755,966,4,5459
15,2806,775,390,1,9637
12,9814,218,388,1,9247
4,10295,722,1051,0,2096
11,4979,374,825,2,4326
21,5593,486,756,4,2873
24,1790,928,146,4,7681
18,10712,42,997,1,1924
7,6746,883,355,2,872
10,1250,584,171,2,1899
21,2961,761,179,0,6870
14,2961,163,1107,4,1357
11,1145,917,141,0,1652
18,440,443,1080,2,5967
15,40,252,577,2,4595
16,1881,135,232,1,8507
24,6347,505,475,3,6061
7,9137,607,342,3,2740
2,4723,319,604,3,1754
9,8319,628,55,0,8026
19,4501,274,316,4,9247
2,8694,84,337,1,8230
9,2753,22,683,2,1196
6,3877,209,690,1,7067
8,960,140,897,4,3982
13,5051,576,678,1,5758
3,4985,875,255,1,2628
8,2991,976,399,0,1753
16,6047,84,1084,3,8507
17,4648,150,839,0,8982
4,10429,622,337,4,8131
0,3913,847,345,4,5890
7,10934,579,220,0,1206
22,2913,504,151,0,3814
24,2278,85,182,0,2613
7,2872,652,165,1,7247
14,2654,905,652,4,1357
5,9644,795,145,1,4972
22,6294,134,875,2,4395
10,8302,679,197,4,2873
4,2128,990,76,1,4027
6,3330,384,319,3,568
14,1707,588,500,1,9226
7,7465,754,1033,2,1123
6,3479,530,1063,2,370
21,3537,489,873,2,7417
15,1134,984,179,4,6061
24,7309,874,471,4,9247
19,5118,295,566,2,5444
24,9617,575,114,3,7327
23,8373,15,1012,4,6061
10,9483,307,262,1,3814
2,5373,43,441,1,8952
13,884,434,1028,0,9542
9,1735,745,774,0,4230
13,9747,241,423,3,4973
20,6194,245,890,0,9246
0,9641,531,1031,0,719
22,8373,388,952,3,9247
10,2877,271,763,0,9542
24,10944,99,151,1,6870
12,6017,704,744,1,4395
23,440,648,833,4,9226
24,4788,933,817,2,6870
20,2845,500,102,4,5758
16,2654,721,723,2,7412
5,1955,222,328,4,170
21,7328,492,971,4,2873
11,2805,236,821,1,4753
22,2782,340,1039,1,891
12,4788,349,311,1,5967
22,4066,58,464,0,8982
19,3299,519,452,0,4973
13,2459,210,638,2,1357
17,4400,474,746,2,9226
23,6708,439,315,2,5616
2,1555,69,199,4,5135
2,9474,164,641,3,2042
11,7287,832,426,1,9616
2,7080,789,158,1,1811
10,1032,929,910,1,4595
6,1443,22,32,2,6570
22,621,466,227,2,9226
8,481,582,642,4,7678
16,9242,661,600,1,3422
0,8201,459,13,2,5620
7,9725,461,487,3,3423
11,1503,726,550,2,2873
12,6208,108,322,3,2873
6,2001,128,289,1,2826
14,2480,49,237,1,9246
6,2775,508,188,2,228
20,8486,429,615,3,8710
3,6105,451,1082,1,5119
13,6689,924,725,0,2873
19,4979,750,253,4,4595
9,1380,865,998,0,184
2,10112,319,938,3,7067
19,4710,201,546,0,891
17,3099,511,420,4,8507
6,10123,555,317,0,3816
20,5593,859,150,4,8710
0,5165,872,836,1,5347
12,8049,201,791,1,4973
22,7884,847,636,1,3814
22,10944,231,1095,2,8982
4,4123,564,633,2,1512
9,753,2,1092,0,8217
5,354,643,549,2,8376
6,4340,185,1061,4,786
8,5487,429,397,4,1269
1,9747,512,345,1,4524
0,4651,891,934,1,5108
0,4005,952,605,0,2158
16,4804,21,935,3,7417
17,10944,875,718,1,3814
17,5740,867,960,0,9226
16,556,375,913,4,5765
16,10147,894,465,0,4973
17,896,539,549,1,6061
20,7312,394,557,1,9637
3,4439,407,555,1,158
9,5213,812,561,1,2790
4,8049,392,725,1,6520
12,10112,337,1019,4,9226
11,1707,445,819,3,1357
2,5629,177,768,1,143
11,3446,911,933,2,9247
12,6852,570,774,3,4326
8,3945,315,284,2,6461
4,2166,875,1004,3,3139
17,7287,23,383,4,36
18,7252,762,251,4,6061
9,7874,74,747,0,6344
2,4481,718,1013,3,1600
16,3537,14,165,0,2873
18,6047,22,596,4,4395
0,5768,764,448,3,290
22,5556,808,307,1,2709
11,10112,28,128,2,891
6,4099,497,868,1,7882
7,831,505,1104,0,3354
1,7615,800,416,3,2449
1,1804,895,950,1,2309
20,1391,241,155,2,9542
14,3918,774,448,2,4326
8,10432,441,416,4,5786
15,3341,174,912,2,1357
19,2480,861,805,0,3814
19,1335,460,683,0,6061
1,9867,932,722,1,4289
24,4549,22,596,3,4395
15,5593,260,532,4,9616
18,1282,235,484,3,1357
2,531,566,671,0,2970
16,7252,839,863,3,5967
17,2782,199,577,2,1303
18,1032,117,946,1,9616
7,9854,301,309,3,5519
22,290,709,850,1,2479
7,7599,751,992,1,4012
7,1391,188,232,1,2093
0,9637,79,159,2,4500
15,10206,330,292,2,7327
1,7369,183,437,4,5712
6,8180,609,1103,0,5223
20,556,874,104,1,4973
24,5455,786,832,0,8710
21,4333,75,933,0,6870
15,1934,174,139,2,7412
1,6659,219,60,0,3892
1,10956,981,354,2,4578
18,6803,301,469,1,1899
21,10746,230,924,1,2508
21,2239,530,795,4,2479
18,4979,39,1044,1,36
14,3691,184,631,1,4595
14,1250,572,207,4,36
24,493,163,713,4,7327
