C_NATIONKEY,C_ACCTBAL,CORR1,CORR2,C_MKTSEGMENT,C_PHONE
18,1384,55,490,3,811
18,187,825,1104,2,1314
12,8213,646,883,1,1546
20,9593,317,391,0,40
7,674,877,495,3,2404
5,576,264,365,3,4288
0,6234,54,1016,2,6005
3,2137,499,545,3,3185
1,7332,979,715,0,6055
20,6617,520,831,3,7154
19,3633,174,244,2,287
11,8320,236,485,1,8612
9,8687,403,488,1,5944
23,3611,49,1050,1,4992
11,6737,912,232,0,3916
12,2303,1014,116,4,5891
0,7218,913,463,0,7972
4,4070,777,543,3,262
5,8283,614,198,4,3348
11,10850,130,511,3,811
16,9593,696,482,2,40
8,6253,552,430,0,3762
4,8147,36,325,4,3843
15,4271,916,805,2,3377
8,1639,818,866,0,1024
24,4148,730,854,1,811
3,2272,869,278,4,1634
19,7734,644,734,1,1361
1,5683,966,390,2,1707
1,1345,748,186,2,714
4,6657,812,796,2,3047
4,6250,974,1067,3,4396
23,10850,75,432,2,5891
2,10121,943,220,0,2963
15,8905,63,749,2,6238
2,2143,877,495,4,548
0,7123,209,457,2,9249
17,3851,864,467,1,1619
8,2721,971,67,0,6908
15,166,458,503,3,3960
2,3284,57,697,2,4364
1,8243,212,566,4,6291
22,1063,360,350,1,5984
11,187,727,652,2,1944
6,7930,615,1023,3,9895
14,8724,12,1024,3,3916
23,6822,778,742,3,40
1,7596,929,999,4,4372
21,4878,491,298,4,5984
20,10702,877,249,2,5984
8,6100,430,1084,4,3708
17,8332,636,1063,4,6102
5,5157,771,783,2,3052
21,5232,313,572,1,6102
3,3132,528,708,4,9176
20,3963,961,1008,0,9782
10,3412,491,148,2,9284
13,7721,426,940,4,6054
22,4623,399,320,2,6690
16,1345,787,194,1,1944
3,7498,965,1055,1,5993
15,3397,803,592,4,3916
1,2070,678,712,4,4455
23,6033,428,440,0,9592
19,2054,45,741,0,7154
5,4183,484,234,2,1114
19,1266,123,882,2,8976
24,10450,248,911,0,1314
6,10702,307,848,3,5585
2,4313,847,585,3,7803
21,7084,212,977,4,7301
5,8574,211,438,1,9245
16,3906,29,539,3,1619
21,4148,285,409,0,346
6,4235,734,146,4,7904
0,5289,252,593,1,1970
6,1172,878,1046,1,3451
20,1054,102,435,4,5891
0,9731,433,903,2,8797
8,7461,647,812,4,3336
15,1448,439,515,4,1314
8,8406,691,702,0,214
1,9878,320,661,3,447
18,8932,975,432,1,5891
16,2294,610,1105,1,811
10,483,575,458,0,5891
19,9593,299,955,3,40
12,8932,274,596,4,5281
15,10450,382,313,2,1361
10,9502,697,232,0,7747
6,3649,286,243,3,9045
5,2087,425,546,2,3904
4,5862,265,908,2,6863
2,9648,910,169,4,9190
6,10866,968,681,4,6030
8,8574,25,986,0,5765
1,2252,13,879,3,1814
0,1678,448,1028,3,1431
24,10696,924,893,0,6102
24,3698,42,686,0,8920
0,1722,692,580,4,949
9,6760,427,766,0,7216
13,576,184,708,0,7747
7,6761,451,451,1,3586
21,905,541,190,3,2474
5,7641,443,141,4,6272
1,2378,768,685,2,4276
22,5993,99,359,3,8105
2,5101,673,1004,4,8476
14,5907,379,692,3,7787
9,9822,605,581,0,6357
15,4843,585,725,2,811
10,10493,182,186,2,5701
10,872,860,342,3,3960
14,1147,306,901,2,3960
19,2303,98,1090,4,9754
19,1388,390,154,2,6102
19,187,575,923,4,1314
15,1344,376,642,1,1314
23,3653,97,417,3,811
8,8887,779,554,3,9004
8,5256,747,1060,1,3771
16,266,659,227,0,5984
17,8303,949,582,3,7305
12,6859,186,497,2,1314
11,1120,683,495,2,1314
11,2343,142,360,1,9782
0,2412,520,1048,2,7691
2,4303,869,1012,3,9341
12,3434,743,492,0,9754
3,8219,429,230,3,802
15,10938,797,887,2,40
3,6573,916,620,3,3025
3,10428,695,176,4,5148
11,5147,959,1122,0,9754
8,6200,121,1085,1,4700
19,8485,613,589,3,1546
22,3397,346,889,0,6054
17,1054,439,824,4,3916
4,1975,887,628,2,7398
23,1448,699,876,3,6690
0,1260,149,883,1,1746
4,9593,375,976,3,4159
8,7133,894,313,2,9227
18,7547,457,247,1,3088
15,10834,158,417,2,811
7,6218,306,934,4,8739
5,9453,589,412,3,1109
23,1345,183,692,1,7787
10,5101,178,929,2,6054
19,669,235,189,3,9284
4,8549,608,501,2,311
23,8681,154,289,0,1314
7,8829,858,815,1,9451
19,1054,679,682,4,811
3,381,854,438,3,6859
0,5368,389,803,1,3723
20,6594,542,837,2,811
0,9758,360,501,3,9281
2,1721,470,345,1,3339
2,7560,914,734,3,5314
6,9817,694,1030,3,4735
23,9901,941,263,0,3960
5,1242,892,996,2,4339
22,8681,343,951,0,7787
20,4829,292,152,0,7747
1,1247,595,126,4,5882
18,4553,748,651,1,9950
19,3945,422,497,0,5701
0,10282,411,868,1,4189
18,4712,521,1038,4,3088
16,1063,701,377,2,5984
0,3098,340,832,4,6992
5,9342,399,846,1,7291
17,1836,90,847,4,7305
15,4712,314,378,4,40
6,8489,613,589,0,2998
12,6594,588,543,1,1619
4,2202,332,618,4,5268
3,6346,863,214,4,420
10,115,205,1015,0,1944
17,4712,784,823,1,1619
14,3611,635,357,4,7787
5,8779,298,1122,4,8755
11,1063,201,736,1,1944
16,5043,47,917,0,6238
11,10938,394,363,3,8920
9,9644,325,1030,0,739
18,10702,719,877,0,7305
15,1086,493,517,4,8920
5,65,326,500,0,3230
22,5210,926,275,3,5984
0,6176,767,906,1,9663
13,376,825,540,1,4255
13,1120,961,411,1,3960
22,8681,887,895,4,1944
22,3434,883,1002,2,3916
3,4529,811,432,4,6629
2,5232,617,606,4,2792
22,8459,859,1027,4,5984
9,8200,714,392,0,178
7,4529,544,1049,0,9767
6,2803,166,655,2,4117
21,2389,690,448,1,1944
21,9879,567,742,3,467
6,1983,40,184,4,494
12,3565,504,804,0,5423
0,2480,511,939,0,894
6,8681,186,256,4,4456
11,1345,534,863,1,6690
18,4529,796,807,3,6690
5,8476,705,153,2,4790
10,2392,483,668,4,1944
14,10696,104,807,4,6690
18,1345,825,684,2,7787
3,9034,691,318,4,5361
13,10059,620,599,4,9284
1,7535,247,346,4,9991
8,10961,459,939,1,1318
0,4581,679,736,3,6437
6,3712,523,139,3,5002
8,9879,241,867,0,9853
23,9350,450,1049,0,5891
10,576,358,916,3,9782
20,8546,14,316,0,1944
4,248,309,720,4,3927
3,4193,231,707,4,2359
4,6544,931,317,4,6270
15,8965,260,83,3,8920
21,10104,263,1043,3,5701
5,7632,177,333,3,8852
14,8303,836,1093,4,9782
18,3523,322,1035,3,7747
24,3851,315,898,1,7892
19,9879,648,1001,4,7747
21,8932,736,757,3,7305
2,1583,330,357,3,625
6,1723,591,396,1,6230
1,872,336,825,0,8859
23,872,922,435,2,1546
21,10398,367,466,1,4468
4,7902,491,233,4,2330
9,4816,622,733,3,4076
1,6388,23,701,2,7119
20,3412,707,238,0,5891
17,8905,39,436,4,3916
15,817,402,380,2,811
10,1656,190,556,1,3916
3,5941,987,955,4,1833
23,5232,619,413,4,7305
8,7670,218,948,2,5175
1,5606,720,556,2,4182
18,3088,432,266,2,40
16,6594,990,618,4,1619
14,10946,898,1094,4,1314
3,10712,330,613,0,4638
20,8660,666,973,1,3088
20,10696,451,905,0,6690
6,2935,136,867,2,4619
6,7992,853,583,3,3907
11,576,67,448,1,346
8,3271,245,590,1,8766
7,7959,69,545,4,3622
20,8965,138,399,4,7787
13,3412,634,347,3,1619
8,6388,922,160,3,7521
8,10141,608,533,0,6277
11,10450,954,766,4,3960
21,6176,465,8,0,3944
17,5228,424,550,4,3960
22,2389,837,614,3,7787
17,7767,985,782,3,3088
17,6760,637,233,3,7305
21,8905,480,194,3,5984
23,3523,781,949,1,5984
6,1948,713,964,4,2542
2,10104,359,314,0,6846
14,10450,614,332,3,3088
0,507,262,532,2,7039
10,1309,843,126,3,1742
8,6594,16,243,1,9850
3,5123,861,513,4,4846
22,10450,544,324,0,1546
1,7003,826,961,4,6391
19,8764,735,443,3,9754
1,8101,191,694,2,2712
15,5210,584,824,3,467
0,7767,696,1085,0,7982
20,9844,715,787,3,4435
6,5990,738,664,0,541
1,9878,732,115,2,3557
1,711,56,228,3,1136
10,8134,643,272,0,4992
10,3285,917,656,2,7208
9,5866,364,107,1,2361
2,6439,986,942,1,5315
7,4146,803,1068,3,1775
8,3851,465,274,3,9864
0,6594,990,809,4,1327
19,1385,185,523,2,5902
6,1084,737,407,2,6473
17,3122,567,681,4,1539
22,39,734,907,0,6690
2,8588,254,1044,0,8297
20,1086,949,156,1,40
13,8852,978,556,1,4992
23,1054,409,386,0,6690
8,8656,967,685,1,8388
20,9268,558,321,4,4497
23,10426,994,889,0,346
0,87,917,926,0,6196
19,10938,296,950,2,40
24,2816,403,483,0,1314
22,2137,647,1040,3,1619
8,3891,451,272,1,6632
9,6176,449,125,0,7486
10,7767,466,528,1,9284
22,1147,879,731,0,5701
2,4869,50,482,3,8841
5,2427,185,663,2,258
5,10073,584,924,3,1433
10,8332,712,473,0,6102
7,3265,222,236,4,848
14,248,185,967,1,6690
4,7890,544,324,2,4188
14,8764,340,339,4,9284
11,8905,565,478,1,6102
3,4829,0,52,4,1984
8,3611,38,498,0,5124
24,3945,394,1066,1,7305
17,1345,940,948,1,9754
20,8601,32,369,4,7037
4,2421,327,1072,3,1553
11,2946,909,686,2,6102
3,8636,506,209,1,832
13,6737,446,962,2,7787
1,3908,584,261,4,5673
4,4894,961,811,1,1022
22,10834,457,247,2,7787
18,7811,77,1056,4,7154
8,6332,344,966,4,365
1,4680,403,900,1,6886
24,2303,638,195,2,9754
0,6758,263,243,1,4608
17,10012,456,302,0,1314
11,17,380,937,1,2291
6,7759,261,405,2,7319
17,1345,179,267,3,1944
2,9081,783,870,1,3520
10,8660,639,1023,3,6102
18,7951,209,1061,4,8920
14,1344,613,904,1,1546
5,6417,47,822,4,1320
22,3523,905,983,3,7154
4,10702,361,1111,3,9155
17,294,790,565,0,5984
11,9593,791,521,4,8920
8,10517,413,580,2,8797
13,8852,334,419,0,467
10,7385,51,460,2,1191
18,4712,704,325,4,4992
17,7452,893,891,2,7223
11,8647,159,942,2,6238
18,9616,585,382,0,1693
4,10683,505,665,2,8410
16,10696,679,946,0,6102
21,3412,355,138,2,3960
5,4875,75,457,2,224
15,1345,627,390,2,4992
24,1722,91,574,0,40
5,7488,938,792,3,412
10,9593,654,255,2,3088
22,6176,236,115,1,1944
15,6859,242,103,2,7747
21,8764,107,1063,1,6054
15,9173,48,1058,2,2021
3,2720,632,741,3,8333
12,4148,150,914,4,9284
12,2343,558,511,1,9782
13,2268,787,759,2,3916
13,5740,328,304,0,5701
13,2103,426,940,2,9920
7,2419,42,888,4,4850
19,144,475,262,4,4992
16,2343,778,449,2,7747
15,9574,525,297,0,5701
23,9879,182,456,0,4992
16,1063,782,247,3,3088
10,1033,714,416,0,7154
5,6426,621,887,1,7729
0,9385,290,270,0,3620
10,8764,79,762,0,7787
23,3596,255,761,3,346
17,9181,680,216,1,411
16,6859,201,995,2,3916
2,8485,102,435,4,1227
10,10555,829,1025,4,3960
3,5686,113,354,1,7652
9,4625,499,343,1,5798
11,1027,811,317,0,6102
10,6392,748,685,2,5701
24,3397,193,598,3,5701
11,8965,653,824,3,2773
1,10703,258,681,1,9774
9,10857,312,1041,1,8666
0,493,339,629,2,4394
21,8852,632,1052,4,3960
0,7803,230,291,4,4276
13,7951,168,838,1,9592
15,9304,240,922,0,6054
5,6571,893,443,3,9047
13,4529,858,128,4,9782
1,9572,99,782,0,1618
10,7951,617,786,2,40
1,3983,612,565,1,166
3,3064,71,395,4,1703
7,702,350,290,3,3329
7,7853,183,362,4,1663
8,4647,661,814,4,528
1,9709,885,894,3,6452
6,2203,543,111,4,3139
20,8660,858,890,3,6102
21,10450,789,907,1,6690
7,10234,694,375,1,5406
22,6392,463,726,4,3088
13,4712,289,250,3,1619
24,8965,681,746,2,3960
1,5993,652,929,2,7556
0,8130,721,1116,0,3048
5,7459,453,991,1,5468
20,2343,673,1004,3,8920
11,10973,420,784,4,9592
17,1147,0,509,1,346
16,10696,170,992,1,9592
15,8764,796,144,0,5984
13,8660,287,358,3,7305
20,3628,600,158,2,7305
0,10887,257,753,3,5621
2,7039,762,486,2,7302
7,3463,585,793,1,7393
1,187,183,992,0,3982
1,3878,123,208,3,2769
16,5101,159,331,1,467
20,4628,489,666,2,4992
4,9052,401,1056,0,1274
5,8787,944,119,1,9240
17,2122,699,248,1,7787
4,9367,881,1074,4,5212
18,488,724,305,4,811
22,2294,201,877,1,3960
10,8213,349,821,2,3960
24,576,833,163,1,5701
16,10493,462,606,0,346
12,7767,832,834,2,4992
22,5836,24,990,3,5984
5,2294,857,619,2,3017
5,4829,144,918,2,4504
0,1004,422,202,0,7612
22,7519,319,1030,3,346
6,597,229,958,0,1691
10,1086,52,659,2,6238
8,3774,245,518,2,7602
14,4688,753,704,1,6102
15,7734,534,252,2,3088
12,8965,25,391,2,9782
4,2621,711,953,4,7615
9,7981,645,939,2,5866
17,2343,255,1043,1,811
24,9000,604,333,1,467
3,5823,47,917,4,6761
16,494,623,745,4,2242
7,8562,518,316,4,2227
17,1054,256,168,4,7747
23,817,408,710,1,6690
23,8681,443,399,3,40
5,10961,780,536,2,4044
9,3886,584,824,3,2842
18,6346,155,599,1,5891
23,7641,61,194,1,6690
1,2294,122,316,4,3872
5,3431,964,930,2,1196
2,181,913,142,2,9722
1,2530,656,1058,4,3522
6,4730,8,453,0,7126
22,8965,389,787,3,5891
22,258,411,299,2,308
3,7797,202,362,3,4604
9,4529,453,916,0,2538
23,4712,180,533,2,6238
19,6748,85,374,0,9782
3,3945,733,278,0,9057
7,4623,370,484,3,7498
0,4736,596,739,3,930
18,8200,162,665,1,4992
5,2424,103,913,4,4334
5,559,8,35,4,5196
13,10834,745,954,1,7787
5,6299,230,931,4,8440
12,3523,332,570,0,5984
13,10788,531,1078,2,5891
18,599,589,678,0,4442
22,2370,566,171,3,7138
22,817,520,302,3,9782
1,7767,267,220,3,7405
21,6833,380,621,4,8459
22,2539,579,169,2,8963
8,7323,683,237,0,6148
9,8459,977,651,4,5712
0,1894,368,712,1,3801
9,1752,819,802,4,8373
14,7734,387,1079,4,8920
18,6908,722,461,2,6238
14,3031,154,976,0,6054
20,3851,377,376,1,6102
5,1345,222,918,4,1056
24,9181,275,591,0,7154
24,10493,628,566,0,3088
0,8107,407,1011,1,2186
4,1790,237,563,1,2988
24,5517,739,145,3,3088
0,9270,250,580,3,6049
0,8485,26,388,0,1477
24,4193,652,1013,2,467
21,530,870,964,3,1172
19,3434,779,771,3,3916
17,9879,996,1015,2,4992
2,4577,165,669,4,9310
3,2230,5,16,2,9276
15,8392,907,289,1,6054
21,8965,935,641,4,5701
11,4712,794,604,2,3088
5,10908,981,782,4,2162
23,3653,664,485,4,7747
21,3546,411,1001,2,7154
17,6190,490,484,2,9754
19,6748,584,902,3,7305
13,9181,605,581,4,9754
7,1960,804,346,3,3086
4,10518,661,782,1,6755
5,2582,730,854,2,2863
5,8338,80,627,0,4244
0,8325,721,1034,3,4566
13,6954,960,185,1,3960
11,3851,605,133,4,9754
3,6676,631,196,1,315
4,5687,162,1008,2,1464
3,4356,894,921,2,5730
22,10450,44,652,4,5701
14,4385,193,431,2,811
4,7359,141,711,1,8118
15,4529,958,777,0,1619
6,2785,328,351,2,519
2,3493,585,614,1,2652
15,7734,445,501,2,7154
16,8965,271,949,0,40
10,9831,748,995,1,811
24,3434,810,157,0,9754
14,1656,337,373,2,1546
4,3692,128,646,2,647
7,8806,676,825,0,2542
2,1615,966,931,0,730
1,1731,195,760,2,9144
19,3851,660,954,4,6690
7,7063,853,598,1,4489
2,9050,215,308,3,2234
21,2767,459,819,2,7305
18,4148,532,186,3,811
3,6148,894,915,1,6010
16,8932,438,300,2,9754
11,4945,319,220,3,1361
0,7372,995,1005,2,1867
18,950,842,350,3,4992
9,1101,251,718,3,3787
20,10132,898,648,1,7154
24,8681,819,859,1,7305
4,6913,262,306,2,9593
23,5265,678,807,4,1619
11,6425,132,591,1,8920
14,6737,227,471,4,9284
21,8673,703,952,3,9480
4,1717,717,183,1,44
12,6176,835,152,0,9754
23,7734,530,847,1,3960
17,8303,556,334,3,1546
17,8459,348,722,0,3088
3,8339,898,700,2,7731
11,1990,59,745,1,5984
13,1817,102,1058,0,7628
1,9703,413,345,2,1192
20,248,275,664,2,467
5,8233,886,646,4,5275
2,7636,527,837,2,3038
16,5834,873,916,2,6054
6,10793,720,185,2,2982
13,1722,846,343,3,9754
12,9593,353,815,2,6238
23,6368,996,566,4,9581
17,7951,45,800,2,9284
18,1086,443,925,3,6238
7,1223,155,138,2,4824
24,9181,59,611,3,6690
14,8932,822,224,0,467
9,9816,16,139,1,4879
18,6346,189,266,1,1619
0,7721,773,555,3,608
5,10809,449,945,0,3967
15,817,245,334,4,6238
1,8965,573,645,2,2137
15,4623,418,226,0,6690
8,10520,644,153,3,1534
22,6490,91,906,4,8920
22,8932,780,326,1,5891
20,1120,84,440,3,5984
15,6748,545,725,0,7787
19,9670,615,645,4,7747
15,6346,781,675,2,3960
20,4623,787,194,1,5984
17,166,421,206,3,9782
17,7150,261,405,0,8920
22,8213,245,201,2,7154
10,7721,615,238,0,467
9,1812,180,892,1,996
17,39,467,180,2,8920
13,8200,775,617,4,1361
8,10150,500,271,2,8068
8,4855,541,267,3,1065
6,487,815,209,1,8458
8,3656,423,320,0,6889
1,5305,217,605,3,5400
19,10702,293,281,3,5891
14,1147,128,570,2,7747
1,6780,755,507,4,9895
18,10696,75,397,3,9592
20,2303,502,846,2,811
20,8399,351,932,3,5984
18,1656,970,186,0,7470
11,3945,828,635,4,467
24,1120,624,234,3,7787
10,9879,625,234,0,6054
4,8364,718,734,2,5262
20,3434,543,1009,2,6054
5,10702,200,146,0,3433
20,3235,817,666,0,9592
13,3397,6,224,2,467
11,8647,753,799,4,9592
2,6975,695,678,2,4929
15,7696,923,428,1,40
0,10169,212,368,3,5295
16,1344,907,758,4,3088
7,7831,923,82,3,1509
7,7951,645,614,3,7430
16,488,201,179,4,5701
11,1108,491,306,1,6054
13,2747,815,850,2,3088
9,1269,416,393,4,9116
17,187,921,1053,0,6102
15,5232,757,875,0,3916
5,5228,925,499,3,7461
12,10886,805,161,0,4341
3,4673,519,1081,3,4445
5,2078,388,961,3,5834
11,6176,953,663,2,811
11,1230,477,644,2,6054
16,9181,930,428,0,9284
13,8764,879,673,3,9284
7,10642,156,866,0,1609
17,9929,157,283,1,953
1,9284,660,732,4,2290
13,9879,906,911,2,1314
13,10696,681,887,4,6690
11,488,29,539,4,9754
8,7458,6,14,3,6270
5,6201,781,974,4,5008
23,8932,399,1060,0,811
21,10834,516,175,4,7305
19,1116,727,518,0,8920
14,6176,256,712,0,5891
2,1048,305,1046,3,8870
7,6859,512,686,2,5088
16,8360,523,502,1,6690
21,6859,604,218,3,1314
8,8277,179,267,1,138
15,7951,13,935,2,1546
13,115,953,892,2,9284
13,7099,293,176,0,2709
23,2656,413,602,1,3741
14,5219,420,518,2,3088
13,1656,176,477,4,7747
9,1345,132,403,0,9329
5,3168,795,858,3,8986
6,1086,663,702,3,3111
16,10802,438,740,0,3697
16,10104,850,281,4,1619
5,3313,407,765,0,5987
5,6651,66,158,4,1087
3,1507,309,842,3,1869
11,7951,510,1034,2,1361
20,2294,395,545,2,6690
15,3104,651,828,3,5701
20,3232,402,177,1,3916
19,8681,106,625,1,9284
22,9387,728,277,4,1546
19,8852,175,339,0,7787
6,8337,453,908,4,2804
10,950,151,147,1,1619
14,6760,276,206,0,4992
10,3653,784,418,3,1361
19,1344,713,687,0,5891
19,872,654,1008,0,7154
23,3611,577,618,0,9592
24,10961,500,981,3,7787
2,5210,58,316,1,6488
0,6961,303,714,0,1166
4,505,305,1028,1,5492
20,5232,760,561,4,7747
15,3434,204,620,0,3916
15,5232,972,1049,0,40
12,6490,97,672,0,9782
11,7641,216,500,0,1546
20,1756,186,447,4,8407
9,4676,728,742,1,1841
13,7734,536,359,2,7154
4,466,258,881,0,5253
7,8587,81,243,1,8444
23,4133,445,1037,1,2637
11,1707,778,1073,1,8920
3,6167,924,964,4,2633
23,187,573,960,1,5891
11,7951,568,693,2,9592
20,344,334,245,0,6238
7,9614,994,281,2,1117
16,8636,610,146,2,1361
15,3434,203,614,1,1361
15,4623,810,909,4,346
24,3671,732,619,0,4652
19,7394,142,1038,4,8626
7,7271,686,853,3,4418
10,6760,109,411,3,7787
24,8764,245,570,3,9782
6,296,776,505,4,5038
22,6748,72,846,1,9754
0,1916,159,604,1,9954
1,8084,891,449,0,1021
22,9195,109,965,4,5775
11,9146,66,400,0,1619
8,1042,737,379,4,2275
16,2343,178,88,0,1361
6,2173,549,436,3,5221
24,4148,673,322,1,6690
11,6392,244,265,1,7305
11,9688,284,812,3,7747
15,10450,773,860,1,6238
22,6346,498,617,2,5984
21,7957,152,461,3,9696
23,10946,996,166,1,9592
21,1039,245,929,2,2875
8,9148,259,273,1,7997
17,3629,940,1071,3,3088
15,8303,319,1036,3,346
2,7949,961,1047,0,9005
8,8506,405,1008,1,2404
2,4563,883,375,4,7145
20,1180,454,481,2,2085
12,622,559,595,4,5984
19,2137,834,974,0,40
2,8485,945,1039,2,2967
22,3945,86,1003,0,7747
24,10946,712,963,4,811
9,2098,472,353,2,9939
2,2596,33,690,0,5971
18,3605,413,572,3,6054
2,6912,126,189,1,5737
24,1147,253,164,1,3960
19,166,255,482,0,3960
7,8483,144,892,2,4831
23,5905,445,595,2,5984
19,615,564,634,2,7704
21,1054,899,967,3,1361
24,950,271,1058,2,6102
7,1799,376,642,2,5308
16,1054,739,722,0,3088
17,5271,785,310,1,5701
12,10769,295,902,1,6690
