C_NATIONKEY,C_ACCTBAL,CORR1,CORR2,C_MKTSEGMENT,C_PHONE
4,7311,127,226,3,1537
24,7551,400,554,1,1621
9,10924,904,979,3,1773
19,646,821,206,0,5579
5,6564,153,899,1,7789
7,3948,389,451,4,1032
16,10588,25,1108,2,5863
13,927,197,242,2,5457
19,2242,96,556,4,687
21,7286,196,535,2,5670
14,1411,465,642,2,5670
24,2882,651,994,3,4290
9,2353,530,996,4,9534
23,6406,615,419,1,5863
16,4723,407,404,4,457
6,4105,599,291,4,7422
4,9167,667,332,1,9958
22,7518,25,921,4,5264
1,10845,671,270,0,1706
17,2882,704,524,2,5040
5,8027,773,189,3,5794
2,10911,692,272,2,9962
24,3948,394,300,3,5303
11,6724,316,938,2,1746
20,8985,714,774,2,457
19,799,956,109,4,4290
17,5213,485,282,4,219
15,3280,63,621,2,5670
10,9684,400,962,2,687
20,10784,660,353,0,5579
8,1251,794,787,4,4627
15,8985,840,447,1,5863
16,9458,805,861,0,976
3,2759,405,473,0,2151
14,5528,371,504,1,762
4,9988,316,826,4,2492
2,2291,163,606,1,7798
13,2512,213,875,4,1235
17,1352,618,884,2,815
4,495,947,349,2,8268
8,10107,782,658,3,7445
0,9491,586,923,1,365
4,4685,69,977,2,6618
15,2242,818,541,3,2225
19,10488,339,711,2,2692
3,2865,363,779,4,2958
22,3479,286,1032,2,457
1,7137,94,220,1,8496
2,1844,77,466,3,4599
22,4634,243,685,4,5633
14,3280,984,603,4,2791
4,5491,219,584,3,4482
15,8000,255,956,0,3281
24,8486,973,750,0,6399
9,749,12,1067,3,8671
0,1522,687,654,4,8186
21,10657,621,544,0,1116
6,4101,860,281,4,9816
8,245,440,283,1,4560
7,9122,151,602,0,7070
16,8602,359,480,3,9934
21,7818,923,597,4,5579
4,870,561,243,1,9875
6,5353,844,210,1,691
3,150,367,897,0,1878
23,751,287,309,3,1235
0,2269,155,343,2,2790
21,10588,376,724,2,9926
7,3532,938,410,3,9032
1,3572,599,206,3,7244
17,1572,216,669,0,5303
16,5232,87,435,2,9836
12,5525,562,310,4,5736
9,8050,760,316,4,7816
14,9686,818,368,2,6399
8,6859,436,615,0,9381
23,1775,741,548,4,6034
6,9653,813,873,3,8275
11,10037,88,175,3,2692
19,3276,180,883,0,5579
1,6623,319,635,0,642
6,8292,76,1038,1,8603
16,2918,154,480,4,219
3,5601,923,979,0,4072
16,8292,358,193,1,7896
12,2577,863,1010,4,9199
11,10169,270,670,3,5303
3,994,625,599,1,6466
19,8118,114,638,2,1235
3,1767,643,1026,4,616
24,5101,914,722,0,687
22,5750,777,261,4,2225
15,7818,288,1052,0,6034
4,4468,549,510,4,1071
2,628,732,544,2,5136
1,4765,93,419,3,2943
19,6874,600,219,1,1573
5,4595,831,485,1,5515
11,6787,401,1027,1,1235
23,5359,45,140,1,2473
15,10169,978,606,4,5579
0,1424,391,716,0,6112
14,8810,793,1001,4,9836
13,7638,342,925,0,547
3,7982,724,825,2,8363
24,6787,537,811,3,658
22,8292,390,172,0,2922
7,9048,284,112,2,3194
8,7137,169,943,3,3895
21,1744,667,1058,2,1028
6,7989,304,704,4,8345
1,9579,244,329,0,1685
9,8297,99,310,4,9578
1,10828,322,542,4,8035
22,6550,521,437,0,5303
16,5554,863,1010,0,9199
12,9413,792,742,2,3705
22,927,197,557,0,4290
21,6102,30,634,1,1235
18,10169,826,757,0,3705
23,5554,208,667,3,5579
11,6801,390,670,2,4290
17,10588,665,367,0,1256
18,2400,626,883,2,7896
7,7820,60,586,0,2780
12,2490,782,469,0,687
18,10823,378,736,3,976
12,2400,453,979,0,2922
5,4354,982,217,1,2952
10,4298,50,234,0,6399
4,6011,189,352,4,8138
14,2882,241,462,4,5633
12,10222,466,116,1,457
12,927,246,259,4,2791
15,10735,982,1043,2,976
3,6691,238,949,4,3394
22,3573,841,741,0,9926
16,7551,534,717,1,1256
13,9684,926,676,2,219
10,3402,21,605,2,6034
6,7574,484,743,2,6978
4,10861,976,780,2,3287
17,6658,191,318,1,7896
19,3092,852,389,0,5579
1,3947,77,442,3,4772
14,8807,937,546,4,5348
8,3286,872,467,3,8450
2,10982,676,1027,4,5435
21,7282,468,502,2,1754
18,7360,49,429,1,9926
15,2417,326,641,0,457
16,421,13,315,0,110
20,6897,279,656,3,5264
1,1749,968,1108,3,5483
24,5696,73,264,1,2922
14,10823,308,778,1,2692
21,2005,927,1007,3,1621
10,6521,535,1042,2,5348
10,4634,333,712,4,1621
21,6422,434,821,3,1256
15,8804,686,602,2,2922
21,7818,951,736,1,2692
20,3648,21,598,4,3705
24,9413,346,879,3,2225
23,4298,556,256,1,687
15,10,123,968,4,5303
3,193,319,204,4,8540
4,8179,369,772,2,7247
10,3402,918,745,4,976
15,3948,506,1010,0,9199
2,1108,285,474,1,8829
20,1775,104,332,4,6034
10,4551,805,315,4,687
22,935,847,824,0,6383
12,2764,361,834,0,8704
17,4508,396,805,1,2692
1,6578,373,321,3,2016
16,8292,946,1057,4,5633
11,10037,30,702,0,9934
20,3031,356,888,3,5579
12,4884,896,716,3,633
21,10735,183,970,0,1256
18,7137,486,116,0,3705
1,3177,772,1060,3,7052
5,8876,520,987,3,5305
18,3822,120,567,0,2489
7,7857,576,317,4,5286
14,4634,517,286,1,5633
3,5964,395,896,3,9896
1,1519,223,622,1,2091
8,8961,434,391,0,5558
6,8443,330,1043,2,1748
10,7534,133,355,0,5579
8,8292,592,220,2,9719
13,7827,905,649,3,658
1,835,17,970,3,4305
0,2716,162,1048,1,845
5,169,821,895,4,9188
0,688,869,1006,2,367
12,4339,490,696,0,3280
21,6411,160,299,4,5579
0,6398,288,427,2,6957
6,6830,736,909,2,2917
17,5528,748,389,1,5863
0,1840,584,607,0,1933
6,682,987,943,1,7288
6,209,872,349,4,2211
22,3625,47,438,0,6635
17,4865,705,341,0,2922
11,10657,322,940,2,457
19,5252,877,931,1,219
3,3415,99,913,4,8930
8,580,301,318,1,4255
22,9251,155,151,2,9836
11,4773,490,490,3,167
23,4894,663,489,0,219
8,3556,670,644,4,5666
17,6801,190,300,3,1621
3,5362,718,911,4,5019
12,10819,2,786,3,2489
12,2512,424,347,3,1256
18,3419,804,987,0,1256
17,8118,738,918,4,1028
22,2309,53,349,1,7322
9,8159,897,699,2,6664
10,828,796,1077,3,9199
21,3479,496,650,1,3280
18,2400,462,925,3,1028
19,1459,671,1022,0,5579
21,3947,489,518,3,3280
6,3099,967,1125,1,3530
23,474,860,313,3,2444
24,9089,327,960,3,7070
13,1572,59,679,0,5264
23,3479,533,984,3,5863
2,93,279,643,0,6618
2,8762,974,338,4,1072
20,4114,747,653,1,2225
23,7007,379,417,3,9934
15,5252,846,797,2,1621
4,8609,784,160,1,7495
9,5290,587,428,1,2746
23,808,672,169,2,2692
16,3537,725,309,1,2145
11,2242,464,218,4,5863
9,10204,772,583,3,6899
19,10735,939,144,2,5040
11,5520,48,408,0,2922
19,8292,180,940,3,457
7,646,796,805,2,2396
6,9635,16,938,4,7013
18,5554,442,1023,1,1256
19,4634,656,1100,0,2692
10,8159,991,426,4,3705
18,10852,164,554,2,457
2,10104,425,788,4,7469
4,5252,49,900,3,5001
9,6933,735,892,2,6811
6,6691,895,590,3,6583
3,1999,24,657,1,6185
23,1411,354,866,4,5863
2,5617,995,952,0,2214
11,10169,716,357,0,687
24,2134,921,423,1,3705
13,7518,44,948,1,9836
15,6447,201,772,2,5303
7,7688,517,377,1,5843
13,6787,388,261,0,3280
5,5520,674,217,2,2668
21,5334,279,379,1,8588
7,3620,527,551,1,9240
17,4089,541,775,1,2996
1,7267,809,1033,0,8066
14,4298,993,900,2,976
21,751,893,427,0,7896
16,10873,358,301,3,5040
12,8159,668,1105,1,658
11,7518,520,844,1,5863
15,5781,659,1051,2,2225
4,1256,880,729,2,8813
20,5528,702,231,4,9836
0,7551,110,994,1,9877
7,2775,20,977,1,8581
1,1775,376,1013,4,6288
12,4339,1049,405,2,1235
4,1874,452,561,2,8356
5,9193,931,284,1,6777
13,9458,191,955,4,658
0,1775,887,348,3,1111
6,8985,902,542,1,2886
11,8985,780,856,2,2791
8,3683,836,307,0,5605
9,2278,342,271,2,8467
24,4339,726,339,1,3705
5,10588,354,907,2,5315
1,9220,340,308,4,1350
3,7653,935,963,0,2976
8,1211,297,184,2,1807
14,7904,30,498,3,1256
20,10735,778,440,0,5303
23,6411,625,673,0,2922
15,4089,756,520,3,5633
5,8418,136,683,4,6435
3,8470,445,723,1,9352
1,8249,848,602,4,2929
9,5089,388,454,3,3887
13,8292,209,196,2,9199
21,6411,118,876,0,5579
23,1798,137,1015,3,457
6,10319,513,553,4,6979
12,8118,359,497,1,2225
24,2400,292,959,1,9199
6,3390,694,557,4,4849
20,4232,472,776,1,5303
23,3402,401,796,1,9836
6,5590,317,568,2,6767
14,7518,351,488,1,5579
22,7911,99,800,2,1621
18,5491,868,170,0,4290
19,8292,53,598,4,3705
7,5577,193,222,1,6740
0,3092,60,980,1,6948
20,5084,413,242,1,9815
12,437,571,203,2,5863
22,8118,476,782,0,5670
3,4125,259,576,3,3341
3,6933,388,454,0,377
4,8582,454,766,4,579
0,8444,861,189,1,9418
7,6926,727,503,0,8463
10,4551,110,932,0,6034
18,10784,587,359,3,3280
6,2787,895,1038,3,1529
5,7137,466,582,2,7693
22,8258,365,476,0,219
24,9337,460,170,3,4290
4,6759,483,708,3,1386
13,9412,434,1050,4,2692
4,6411,724,605,1,9478
0,10905,181,792,4,4051
7,5097,983,327,2,1013
6,10819,102,395,4,1287
13,9413,180,345,1,1621
7,8759,517,401,0,780
18,333,50,898,4,5633
5,8763,811,777,2,4582
2,425,328,735,4,2365
1,10424,166,516,4,8540
18,1572,307,1063,2,9926
16,9413,454,216,0,5040
6,1933,120,529,1,9269
7,5836,913,346,3,2144
18,3621,563,370,4,9199
3,7263,505,904,3,8991
10,5491,939,379,3,5040
14,3579,875,932,4,6034
2,2511,33,1014,4,9980
15,5101,291,1047,3,5633
5,3091,615,824,2,8051
24,3479,276,372,1,9926
9,4958,737,788,1,7065
13,9386,62,819,1,9199
20,4298,99,800,1,6034
17,6447,809,746,2,1256
22,6801,711,247,3,7896
17,3948,323,109,1,658
8,1823,467,212,2,3359
19,3092,326,641,1,2922
24,2005,733,1099,2,1235
20,6787,738,684,0,7896
19,4551,778,209,3,219
22,3948,961,815,2,658
5,6242,819,646,0,7922
23,4551,738,592,3,2922
4,9730,191,1058,0,8645
8,8211,825,972,4,4252
9,9880,796,510,1,8414
18,6926,529,460,1,2225
9,5324,261,975,2,7225
18,4589,278,658,1,9136
4,4683,435,426,2,1485
20,2835,106,558,3,3280
18,5520,765,520,2,5633
14,1725,695,391,3,658
24,8292,572,370,1,687
7,10096,799,892,2,7560
17,9832,661,115,3,457
12,5536,87,416,4,2922
4,1306,445,382,3,7973
2,3340,965,235,0,1697
22,6411,708,235,1,658
4,7566,545,542,3,4046
18,9337,875,979,2,9934
7,8866,694,720,3,9065
21,2221,855,490,1,936
2,2589,240,968,4,6306
17,10823,605,778,0,1235
23,2417,13,788,0,2791
24,2400,287,309,0,9926
2,5460,902,774,4,8244
15,7911,922,279,4,942
16,10461,811,477,0,976
8,717,428,507,0,6437
24,1109,702,846,3,5348
3,3402,433,264,2,9164
2,5214,245,398,1,7756
22,6269,338,993,1,5235
4,9921,617,890,3,6583
4,2577,740,494,3,4409
13,6521,532,756,2,687
6,719,196,1037,3,4906
22,3402,896,716,0,6034
15,10657,128,650,2,2791
15,10819,289,804,0,6399
6,9323,99,922,0,1340
1,6447,669,329,4,7284
18,5232,572,146,4,9199
2,3219,571,175,1,3285
8,656,284,270,3,4993
1,2428,47,164,2,1945
15,10273,191,416,1,2922
9,8934,805,500,0,3307
18,9967,167,1050,2,5579
9,3695,641,296,3,7516
15,3564,510,455,0,4290
6,2085,862,852,1,6118
13,6521,575,202,0,976
19,2242,572,485,0,2225
20,5232,930,206,1,5579
17,5485,226,444,0,6399
24,3578,682,448,1,1028
4,3686,797,666,1,7439
17,6459,484,120,1,9365
14,1621,467,444,0,5348
21,10,770,526,1,1256
14,10258,465,1052,2,2791
1,10031,67,961,0,9808
10,5520,612,333,3,2922
13,10657,929,589,4,2791
11,8159,383,553,1,1028
17,10823,775,203,4,3280
2,2109,645,480,4,2783
8,1711,542,446,1,1732
15,1924,721,1055,2,5579
12,2250,704,243,4,2225
10,5209,263,1049,0,2791
3,4840,966,727,0,9592
1,7911,424,1107,4,8055
15,3402,455,524,4,2692
0,8578,994,538,1,4428
12,7193,833,718,3,9148
23,8985,404,860,3,5264
24,1208,302,203,0,5863
21,3043,972,1067,4,5534
6,2996,363,526,0,3816
24,4683,855,891,2,5303
2,2405,509,197,1,300
24,5528,492,438,1,2922
12,9865,0,1111,4,9199
3,646,991,33,3,8276
16,3597,296,422,3,5264
24,646,261,517,4,219
16,4339,890,930,0,1621
18,6801,14,1047,4,4290
3,2882,521,574,1,401
18,10735,679,267,4,3705
21,5491,258,69,3,4290
5,10932,197,242,2,3279
4,3084,656,854,2,9264
14,9463,582,954,3,5186
23,3796,840,445,3,6399
15,6406,929,983,4,219
2,1140,159,126,3,9962
20,7551,798,763,3,5633
23,8311,237,795,4,5670
3,4562,517,567,0,6685
12,2257,156,452,1,9199
8,152,107,850,3,9194
17,7530,693,948,3,1256
5,2440,0,487,3,8051
16,7239,690,629,4,6034
22,2419,1031,504,1,687
2,5279,63,655,0,4004
9,4808,175,111,0,8940
18,5209,667,1053,2,4290
24,8786,19,816,4,6980
15,3330,693,241,3,457
8,1814,143,1046,4,7372
8,5528,975,916,2,8280
23,6447,38,1035,1,5579
14,2242,727,650,0,6034
10,9337,90,406,2,9926
1,5480,686,720,2,5316
14,713,887,348,4,5670
11,4589,136,265,0,219
20,713,369,321,2,9926
5,3018,0,132,4,3138
5,3839,726,642,2,7299
5,3578,929,583,0,8345
5,824,714,301,3,6185
4,7223,711,149,3,3513
0,5893,524,758,2,3868
17,8097,341,398,4,5633
15,1775,391,723,2,2692
23,93,938,410,1,6034
9,490,406,967,1,9633
6,5520,6,361,2,804
7,3303,884,798,4,4457
8,597,87,817,2,6529
4,6521,913,501,3,6553
8,9626,627,200,2,9545
6,6234,829,529,4,1162
14,5252,805,232,2,2489
10,3402,754,254,1,658
24,10311,452,267,1,5863
4,5006,946,423,2,4482
8,1808,992,26,3,8286
13,3787,503,1014,1,7896
0,8052,813,691,4,9294
16,2811,597,808,2,5670
19,8985,671,288,2,9934
13,9582,457,183,3,219
3,4808,907,395,0,4172
0,9247,365,381,0,8715
9,8211,481,204,2,375
15,8985,422,772,4,219
3,9837,817,268,1,8508
16,3479,752,138,4,976
9,6411,620,777,0,5704
10,10588,95,1086,2,5633
12,1659,664,353,1,5579
19,7911,659,949,4,2922
22,5520,266,1019,1,7896
1,2758,1000,1019,1,6288
24,4452,168,521,1,2922
7,7096,407,609,1,8706
8,4506,726,159,4,6587
23,3031,146,1063,3,1235
5,541,438,683,2,4999
18,6447,858,982,3,5348
16,5785,325,472,2,5348
10,5491,440,528,4,4290
14,2577,605,755,3,2225
23,7227,649,434,2,2791
19,6933,115,223,2,1028
4,9360,893,678,3,3521
2,9670,562,134,3,9093
7,6313,335,687,3,5442
11,9405,186,959,3,9199
5,724,778,209,0,330
18,2512,337,1013,1,687
22,2242,424,288,2,1256
9,5645,646,218,3,7803
11,1515,409,1059,0,9613
24,9337,787,1057,4,5633
3,3389,387,948,1,3238
24,10539,195,153,4,9934
6,6992,560,1044,4,9652
10,8159,390,300,0,2225
20,6787,403,434,1,2791
14,604,616,874,3,2309
14,6801,453,886,1,7896
9,10719,762,440,3,7763
3,1631,545,970,3,9277
9,7137,41,906,0,9208
21,3578,196,447,3,3705
22,6447,169,559,0,5264
14,10037,638,790,2,5670
14,2577,267,118,0,2489
5,7911,453,1020,1,2762
11,3402,633,758,4,1621
15,10657,123,734,2,658
0,519,491,473,1,579
4,4159,718,196,0,1814
7,8434,170,406,3,2583
7,8288,759,898,1,8675
18,10923,836,448,4,6399
8,8292,189,135,1,2209
12,3394,231,472,3,976
7,8516,179,224,4,7261
19,8807,692,882,3,9199
9,4020,528,204,3,947
1,1968,595,288,1,5709
13,1273,960,754,0,219
7,7944,527,932,3,1565
13,6294,146,646,3,9836
18,8804,713,512,2,687
13,5554,677,789,1,6399
21,10037,847,908,3,5348
5,9817,434,654,2,2760
15,9405,897,467,1,3280
3,9871,129,908,1,4556
22,3031,304,112,2,2225
8,8159,973,672,0,2786
4,8321,189,361,4,9868
11,9458,132,597,4,5040
15,8292,879,746,1,6399
20,2577,15,346,0,7896
3,6359,296,294,4,1871
18,7804,769,354,4,2791
2,7673,776,955,0,4620
14,7501,569,933,3,5040
2,3742,903,338,0,4000
22,10657,575,157,3,3705
16,1775,578,525,3,1621
14,3330,6,210,4,9934
20,6801,724,465,1,687
14,10784,673,314,1,976
4,3340,264,954,1,4568
0,10774,194,1144,2,503
23,4339,745,1017,2,3280
0,4498,187,891,2,2896
5,3841,145,306,1,3213
17,5152,661,464,2,1298
12,10,870,473,0,2692
8,1511,569,240,1,3606
12,3495,858,629,2,6034
21,5232,996,319,2,5579
6,848,403,472,3,4403
12,1745,436,322,3,2692
10,10031,468,653,1,2225
21,4768,153,899,1,5040
8,4251,447,966,2,5276
16,10823,936,439,2,457
6,1625,170,274,2,7463
6,8159,573,941,4,1625
11,1476,113,579,0,2489
13,8118,937,515,3,1621
18,10037,213,495,2,1235
2,3859,51,1099,2,7937
16,2257,514,701,0,5863
16,10169,495,106,2,2489
9,6316,761,330,1,5301
17,7551,718,192,4,3482
2,10162,117,606,2,9286
18,1572,154,681,3,457
8,2623,431,291,0,9054
1,2710,36,881,4,7095
5,8804,49,679,3,6509
3,6933,884,535,4,4501
6,2877,657,930,3,3656
17,3031,291,614,4,1028
8,988,220,345,0,8921
22,4364,920,672,2,5040
16,977,927,1015,0,2425
13,5232,768,962,0,457
6,10019,158,204,2,9152
20,2512,320,237,4,9836
24,2512,564,429,0,9926
15,7551,313,213,1,1256
4,5787,909,989,3,370
24,6411,755,977,3,6399
12,8508,175,162,3,2791
20,1775,527,856,2,687
7,1236,149,428,2,2889
6,1322,519,120,0,9059
21,5696,177,513,2,5670
0,7895,625,599,4,6215
0,4380,599,865,1,7112
7,2101,87,618,0,1507
13,3280,123,988,0,687
10,2149,160,769,1,976
2,7677,404,540,3,8291
16,2132,171,1065,2,2489
1,9898,500,1043,3,4205
7,245,842,602,1,7643
14,5831,644,163,4,5348
17,3092,972,84,1,687
19,2005,928,140,4,9836
17,437,161,702,4,5348
11,9413,116,502,1,1621
3,3195,602,635,0,1136
13,2107,420,306,3,2052
16,7797,47,965,2,535
16,9524,10,621,0,5579
23,2511,786,192,1,7896
5,1719,525,210,0,6384
2,4089,289,488,4,6860
16,3948,719,210,1,9934
8,6305,860,796,2,9256
18,8811,787,445,2,5040
10,4508,753,451,2,1235
8,2586,865,1092,3,5294
10,9458,790,572,1,2791
9,6228,797,822,0,2895
24,3330,362,1055,4,2692
15,3873,283,464,4,5670
6,3104,596,262,3,4694
5,7446,423,432,3,6100
20,2242,923,647,0,7896
16,10784,49,890,3,2225
7,4028,348,338,0,3860
8,3085,652,1043,3,661
18,4257,201,1021,3,9506
16,6406,832,230,4,1256
1,2126,987,1001,2,5979
6,955,390,465,2,7960
12,2417,175,663,1,3705
16,10784,118,142,2,7896
5,10647,473,870,0,6902
5,3402,877,873,2,8434
22,8807,578,992,3,3280
17,10041,15,568,0,147
9,9456,158,386,3,2061
20,4339,294,412,4,5633
7,438,777,365,0,3811
9,3219,496,1018,2,1137
23,10037,928,488,1,1621
4,4683,148,910,1,9356
5,4823,66,670,4,2297
5,6595,298,588,4,263
20,10657,277,226,4,2692
8,6138,8,1127,3,9850
5,8356,307,722,3,3087
7,6699,136,1070,0,3388
8,10135,672,403,2,1270
11,2804,881,732,4,3705
16,9261,838,278,3,4290
16,646,165,315,1,976
16,9413,726,1007,1,1621
2,6860,99,934,4,6254
18,4634,181,796,0,1235
5,3476,630,415,1,8627
14,8087,763,326,4,5670
7,2382,689,823,3,5858
1,7137,991,34,3,4997
10,5101,883,440,3,3705
6,3419,1000,824,4,5503
15,9684,956,837,1,1028
10,1736,74,716,2,6399
10,3402,613,157,0,3705
19,5527,972,606,0,5348
18,6933,315,835,4,2489
2,6884,534,672,1,8576
5,9064,511,483,2,154
13,911,74,731,3,2791
6,3077,40,538,0,6625
1,5554,849,177,0,7633
3,10536,983,794,1,5296
13,7479,219,897,4,6731
18,4339,903,439,0,457
3,2705,79,1014,4,5535
8,5046,519,354,3,3699
12,8159,881,150,2,2791
24,9123,104,793,4,976
17,7819,944,729,1,6721
3,2577,167,368,4,2136
18,3479,595,1003,4,5264
23,713,793,552,3,7896
19,5528,283,1040,4,3705
1,8230,626,1019,3,7590
12,5528,521,702,1,6034
4,3406,770,645,0,7811
7,6926,413,870,1,8021
16,7798,908,1041,1,6399
17,8804,656,467,1,9934
11,1767,848,561,0,2489
17,2765,572,931,0,6034
6,4379,685,194,4,9368
10,1116,516,456,1,5040
20,6801,348,1058,3,5863
16,927,187,394,2,2489
24,4089,543,509,4,9934
13,6411,109,778,1,2922
19,3945,288,149,4,4290
14,10,439,165,2,5264
24,2257,656,854,0,1235
3,10158,877,422,3,6518
17,1671,583,380,4,7896
6,4522,954,384,0,2518
13,2005,539,1030,3,5264
3,10787,356,341,0,8989
2,1782,61,900,0,3665
10,10176,92,811,3,1621
13,4351,657,644,4,166
14,2882,122,951,0,4290
18,5343,272,328,0,6399
19,2257,52,458,4,9199
7,8055,150,1056,4,257
10,9684,61,987,0,9934
19,5696,247,280,4,2692
17,7137,676,213,3,3280
22,3651,11,764,0,4290
3,9445,443,633,2,602
20,10803,3,405,1,5264
0,5656,949,568,2,6851
22,5474,690,124,1,658
20,6926,910,259,0,658
5,2708,737,1037,1,1650
11,3449,818,368,3,897
17,8118,573,571,0,5633
1,7845,272,788,4,1370
21,3402,823,619,4,976
14,5528,118,529,0,9119
17,8804,930,1056,1,5303
0,9303,368,742,1,8310
21,6447,308,576,0,9934
22,1716,939,379,1,9926
21,7518,739,916,0,2692
4,2917,231,352,2,1349
5,5362,621,109,0,4509
18,279,357,493,4,5379
18,6447,791,855,2,9199
2,2773,101,954,3,5594
21,6406,688,965,2,3705
21,6447,38,477,2,976
15,6886,528,641,0,4290
6,7223,258,550,4,472
18,5232,2,226,3,5264
22,10037,535,825,1,1621
17,6411,16,124,1,7896
21,7052,397,809,4,4777
5,7348,397,844,4,4065
16,10819,904,914,0,457
13,10037,854,226,1,2692
2,6697,16,938,4,923
15,10273,493,882,4,2489
8,6925,630,839,1,3753
16,9684,939,851,0,5348
7,437,801,897,4,7994
3,7760,798,1073,3,3439
16,6474,420,502,2,9836
19,3330,521,437,0,6034
6,3169,998,289,3,1264
12,3092,715,803,3,9836
3,6985,683,1094,1,3684
23,6411,169,565,1,687
6,1716,280,252,1,6268
9,3926,951,773,4,7032
5,5491,970,551,4,9152
10,1343,565,553,3,2685
22,927,340,308,2,9934
13,5252,47,1003,1,219
1,9373,86,243,4,4341
8,3031,125,214,3,1192
12,3578,185,990,0,2692
24,4333,758,1052,1,2791
9,7230,848,751,3,3741
22,3031,87,506,3,6034
24,116,245,935,2,5303
10,8336,943,814,2,5670
16,1775,985,389,4,2791
2,10330,791,95,2,3917
18,4589,593,178,3,5633
8,4391,761,177,4,6657
17,8807,169,422,3,658
13,1411,952,227,4,6034
5,1235,308,1004,0,5304
1,2529,682,358,0,6341
13,2242,289,850,1,1028
5,4352,368,462,1,9885
11,2600,63,641,2,687
14,8857,110,351,3,2791
22,2013,245,109,0,5579
2,2985,868,1014,2,209
20,5252,182,622,1,1256
19,10,14,686,1,2225
15,2577,392,133,4,2791
22,2005,696,1084,4,658
21,3402,400,544,4,219
10,713,347,102,1,1256
18,542,430,348,4,5718
17,10735,255,315,3,976
21,4683,869,756,3,5303
24,1572,480,920,3,9849
9,3932,862,198,3,316
19,8497,617,1060,3,2692
21,9413,853,723,3,5579
19,4551,721,1058,0,5863
3,6800,754,723,1,3879
18,10169,820,303,0,9934
16,10399,460,934,1,6658
7,1349,8,34,0,514
24,5682,469,401,1,2692
17,6666,912,786,1,2692
7,5260,768,514,4,3565
6,1486,19,54,3,3777
19,10980,469,1067,2,1028
12,7648,664,771,3,1235
0,8510,782,148,0,8745
