C_NATIONKEY,C_ACCTBAL,CORR1,CORR2,C_MKTSEGMENT,C_PHONE
17,680,103,227,0,1357
9,4770,38,821,1,7216
3,9696,609,137,1,2800
3,9189,732,146,2,1862
18,216,975,1083,2,7734
1,1564,665,230,4,1848
8,9543,883,312,4,3184
8,3803,165,228,4,8518
0,3832,127,396,0,4550
7,8741,695,937,0,7439
9,7819,199,207,3,3096
0,6667,964,775,2,5154
9,7843,359,675,3,9538
3,9959,636,614,3,8336
1,8733,868,886,0,7430
6,3620,647,789,0,741
11,1789,797,234,0,8995
9,7736,75,1059,4,4584
24,10662,161,346,1,5693
8,4558,787,561,0,8524
6,5356,824,949,1,5228
5,6130,550,304,2,2242
7,10526,698,779,3,7307
5,10305,689,521,3,9578
1,4467,921,268,4,1168
8,10664,898,464,3,8514
17,10362,373,593,1,862
6,6262,776,921,3,6839
9,3342,279,629,3,476
16,5783,186,276,4,4619
1,4321,142,942,1,409
2,2219,299,477,2,4796
11,1678,647,1002,0,2786
8,9770,852,738,2,1462
8,10223,578,1082,2,9955
16,2793,503,358,1,7739
17,5027,241,562,0,6017
6,4906,481,837,4,9569
21,326,243,943,0,1907
7,9688,339,778,0,9512
9,304,61,453,3,4636
3,7434,772,765,1,8821
4,7513,934,721,0,9818
14,9627,890,969,3,3426
9,5232,131,226,3,387
3,10205,515,1069,4,8462
12,5103,591,905,2,7754
4,1006,523,669,3,3743
1,276,612,963,4,1950
9,8780,727,830,1,3285
6,936,841,706,4,9136
8,4556,515,629,1,6326
11,3889,190,1086,3,1589
0,396,310,388,2,5224
0,7187,656,604,4,8347
5,3193,561,640,2,1396
24,3949,91,808,2,6757
0,6417,151,304,0,4621
13,3850,409,785,2,3924
2,8878,309,831,4,6583
0,3849,35,950,1,3030
15,3712,30,1120,2,9858
0,5283,69,343,0,8507
19,292,404,288,1,1864
10,868,908,729,1,2462
7,1900,920,1020,3,766
2,4828,265,765,3,2710
5,2715,775,548,2,9416
16,5608,321,988,2,7734
2,9640,0,43,1,8081
8,8961,201,472,3,3229
0,9502,267,878,1,5932
13,6546,454,706,0,8712
7,9511,19,266,4,7294
18,2868,51,472,1,4786
13,1169,581,919,0,2440
4,2586,248,965,1,8098
6,3260,17,67,2,1886
4,9094,482,192,4,1498
4,10602,379,602,0,9149
8,7834,585,512,0,957
4,1310,278,522,1,3295
1,3893,485,878,4,8661
7,2385,955,652,1,5317
3,8553,964,832,2,514
7,3557,819,307,4,6865
24,9656,632,291,4,1895
14,5512,675,163,0,2023
2,5311,528,276,3,7740
0,9549,174,942,1,7845
4,7805,721,1028,0,3757
0,5218,255,341,4,1234
9,6988,543,734,1,2548
0,7184,208,1054,0,2580
20,10217,420,183,3,4887
14,6173,4,18,3,1376
6,6282,461,935,0,7867
5,7395,78,1058,3,6552
9,3560,111,646,4,7044
1,5964,374,1020,4,554
3,1266,395,561,1,7872
13,10449,458,920,2,6028
9,9871,531,665,2,7139
10,647,294,1051,4,6045
11,5165,739,806,4,2386
6,376,383,951,2,3971
6,7229,601,475,2,8539
15,6730,305,942,3,6196
2,8986,287,242,3,6492
16,527,282,1008,2,293
21,10982,146,917,0,4985
0,4590,571,516,2,9339
6,10692,313,192,1,7216
6,6855,744,224,0,6230
9,10797,548,398,0,8226
6,8415,971,113,2,7561
8,7212,239,742,1,8400
4,9591,949,918,2,3981
23,2919,587,926,0,8393
8,5884,745,898,0,4597
9,2677,615,993,0,3655
0,10987,113,931,2,7300
1,3320,933,400,2,8364
3,3894,660,345,1,6917
1,10315,669,413,1,9476
16,937,108,617,4,8675
16,4678,335,355,4,4288
24,10078,163,803,4,2917
4,188,52,153,1,6781
16,6905,4,334,4,6120
0,6947,571,345,3,8338
13,5257,860,1016,0,7385
23,4993,469,950,2,8062
5,737,139,516,3,9346
3,6602,397,906,4,2328
15,429,504,1020,2,6231
3,2644,858,330,2,7783
16,8887,411,233,3,740
9,8509,563,731,4,7660
7,10305,128,430,1,5710
21,7069,151,306,0,3735
1,2848,101,580,2,5219
15,8398,971,1048,1,7607
9,9449,531,1081,3,5468
8,3181,360,286,1,3684
21,3143,30,14,3,5326
2,6228,994,245,4,4165
4,3973,360,502,3,4615
9,2018,981,402,0,6890
21,3827,263,788,1,3897
3,5378,827,747,0,4351
9,9871,932,652,0,299
6,10604,128,558,2,9169
7,4742,32,843,3,7186
15,4190,146,787,2,3632
0,10592,837,150,0,5263
0,8284,213,837,2,1374
23,7871,932,570,4,3648
8,2713,515,874,2,5488
10,9262,175,717,3,5914
1,4250,64,126,1,5453
7,2741,904,1078,1,5398
0,4340,554,928,3,1156
9,4604,549,683,4,9555
17,514,585,881,0,5352
1,2499,44,604,1,9110
4,861,660,713,2,3247
9,6764,650,890,4,5276
7,8973,812,870,4,3445
9,9509,840,753,4,3997
8,4803,197,118,4,6194
1,7702,984,1112,4,3922
0,6376,319,413,4,1744
8,5175,758,987,4,5220
2,4118,582,99,1,1618
0,9201,221,342,4,2951
3,8647,821,316,2,298
14,8486,633,665,2,8913
7,8906,493,119,0,806
1,7515,928,565,2,7586
3,1110,789,460,1,3820
6,1853,394,524,2,1627
24,6053,729,170,4,2446
8,10835,472,271,3,1809
8,5756,464,563,0,272
14,7401,270,499,3,1008
10,7986,308,622,2,1981
13,3187,608,678,2,7059
7,1853,252,1029,0,2685
7,2776,596,1026,1,9483
8,3566,939,1081,4,1670
2,772,985,337,1,6370
10,1133,217,322,0,3068
3,8319,797,727,3,4372
5,8954,572,745,1,5802
0,1185,998,64,2,3435
2,812,958,557,1,9553
0,5859,301,1011,4,1876
4,9392,964,125,0,6310
1,4102,811,155,2,9353
0,2515,967,166,0,6422
13,8062,768,1067,2,9937
4,10163,429,844,3,8656
5,9579,758,237,1,6556
4,9646,197,817,3,3843
10,7326,383,539,3,1114
6,9628,433,794,2,4229
12,500,780,876,4,3425
13,99,251,879,2,8559
2,6182,717,626,1,3446
6,6057,321,864,3,9576
4,131,659,1046,0,245
1,3988,489,1010,1,8903
8,5689,31,245,0,7643
3,4219,234,608,3,4995
6,8397,163,719,4,8381
7,1481,509,569,0,3078
14,143,932,1063,0,1561
22,756,680,248,4,5816
6,7713,242,937,4,5960
1,1751,876,619,2,449
4,3064,450,108,3,8615
10,9949,711,993,1,772
7,9965,454,750,2,5844
2,3083,241,585,3,7323
18,5784,803,846,0,583
5,6898,752,943,3,2692
3,10100,967,795,1,5425
20,4974,945,295,3,7795
3,9651,820,775,0,6589
21,7343,40,779,3,7084
10,7802,87,157,4,6849
8,2943,900,557,3,6441
2,9047,415,232,2,6059
7,6163,661,674,4,6380
0,5693,801,278,2,1941
3,118,552,708,1,6128
6,7413,303,503,4,4602
8,8240,100,240,1,5332
19,6041,450,975,0,8499
5,4502,264,1033,0,3234
5,3468,518,589,2,1504
8,10491,550,828,0,3357
5,4578,263,467,4,1755
4,4839,599,716,1,3979
7,8787,648,742,0,7768
10,5626,177,271,0,2138
5,1623,830,394,0,2093
2,7742,967,573,1,8005
21,3124,531,722,1,8312
6,1840,609,563,4,3959
5,25,952,257,0,765
4,3798,374,545,4,8159
3,8594,88,520,0,4484
8,2425,893,1029,0,2413
9,9136,329,443,0,9645
8,8290,857,836,0,6689
16,2628,656,605,2,5111
10,2937,422,662,0,6529
9,7449,464,422,3,9509
12,8030,669,724,3,9688
8,2815,676,561,0,5804
1,6245,945,1001,3,9602
2,653,969,1085,0,2962
1,4913,851,968,3,1051
2,5764,178,578,0,6744
6,2235,381,447,3,6933
0,9314,67,1007,3,1290
4,10645,54,1028,0,1262
7,6922,985,759,1,6199
2,3868,368,216,1,1843
14,337,109,205,2,5907
17,4389,24,445,2,6430
2,9238,734,976,2,6836
3,3810,759,880,3,4949
19,2980,148,282,2,6202
4,10045,773,845,1,7542
19,724,694,419,4,5463
5,5287,336,1055,3,8737
2,728,390,1036,1,2029
18,795,172,361,2,3444
4,2738,565,687,0,2216
23,446,35,855,1,3601
1,3797,751,1063,4,7995
3,4925,819,905,0,6560
18,5780,94,135,3,9707
5,3663,456,871,1,7382
14,8731,859,574,4,6237
3,1643,865,528,2,4570
9,8568,882,1031,4,6391
21,7031,130,946,0,7499
5,1116,426,953,4,4531
3,3877,996,301,1,8721
13,4642,389,953,2,9505
17,2204,47,534,1,445
18,5434,887,591,2,5442
15,8627,901,175,2,6528
7,10366,983,269,2,4208
6,4439,515,372,0,8185
2,6524,83,1041,1,8543
3,9577,739,898,4,9657
16,2143,235,564,3,7200
5,3001,708,448,4,154
5,8227,119,292,0,8764
0,9210,289,1084,1,1287
9,3105,317,934,4,9840
0,275,825,383,3,3419
10,7871,387,466,4,8414
0,4273,268,254,3,7681
7,10247,809,236,2,3025
18,2831,477,766,3,1210
15,9400,940,1073,4,3299
1,2798,826,338,3,2925
1,9508,116,764,2,6335
14,4084,389,548,1,1014
4,9522,735,742,2,4197
11,7788,189,853,2,1330
23,2173,800,367,3,2204
3,8442,325,351,0,8563
7,4227,687,194,2,4912
0,1450,799,906,4,8887
7,8714,307,279,0,4444
3,172,301,261,1,1218
16,3825,837,331,0,1226
4,2320,766,220,3,2910
7,10427,409,505,3,3597
11,5959,714,997,1,2322
6,9535,354,883,4,6394
8,7339,90,1042,1,9444
4,5169,719,795,2,2108
4,2181,29,127,4,6018
18,6738,325,233,1,5986
9,7315,857,132,2,7953
4,5979,238,145,3,5426
6,3819,176,872,4,2758
7,1880,137,613,3,9974
1,2671,712,449,4,2866
2,4139,714,1050,0,9832
21,8536,84,935,4,7282
3,2338,787,203,2,780
8,8215,337,479,4,302
15,4494,692,286,4,323
5,674,196,856,4,3351
7,3772,214,234,0,5838
13,10427,260,330,4,625
6,2397,623,328,1,2582
18,7781,232,343,0,8772
0,9282,875,717,4,5889
10,1881,931,985,3,5935
5,5019,131,134,2,8176
24,2042,520,175,0,9357
15,3235,975,400,3,2994
6,3673,582,883,0,5503
3,5064,381,894,3,8747
23,7584,223,739,1,7349
2,4364,239,487,1,8596
5,7139,291,1090,4,8462
23,7484,775,241,1,8112
6,839,129,792,1,490
4,9600,858,1086,3,5274
5,2788,361,474,4,2100
8,3877,927,99,4,6410
2,8032,224,961,1,7907
18,4857,843,941,2,1326
1,532,767,861,1,3584
12,7509,431,514,0,8026
2,8311,224,999,3,1090
24,7657,526,318,0,2792
3,6320,92,792,3,4270
24,8857,8,210,1,3503
19,9536,915,927,3,5752
12,3883,497,742,0,712
6,10372,499,1022,3,3140
8,3003,632,927,0,9851
17,3884,766,177,3,4390
5,8391,163,750,0,7901
8,9295,805,427,4,3375
13,4438,363,363,4,7667
2,6388,314,405,2,7405
9,10010,183,236,1,9219
17,4896,378,386,1,2219
24,4946,445,307,4,5985
18,8372,675,498,1,3223
15,1876,17,471,2,2398
4,387,148,720,4,3201
5,440,492,563,0,6945
6,7636,18,783,2,4852
7,4105,253,836,2,6411
4,2236,816,231,1,2785
14,7003,225,152,2,790
0,10819,532,924,1,4012
6,1095,362,803,3,2029
5,9057,744,471,1,6922
19,9695,754,739,4,4765
17,2557,280,568,4,4734
3,7472,427,504,0,6163
0,9540,219,232,0,6741
11,1459,67,277,1,2436
6,298,26,897,0,1988
20,8011,171,734,0,6907
0,1376,958,976,2,4078
12,2586,748,1002,0,8770
2,3916,489,327,2,5304
20,7556,264,927,0,3966
1,5333,549,437,2,902
5,5087,986,1076,0,4977
15,7500,473,544,3,5982
2,10167,399,1011,1,6200
5,7357,36,518,3,9915
9,7212,421,185,1,516
1,1174,635,974,2,286
1,10018,788,893,4,7778
13,10273,516,836,3,3512
17,10264,35,1139,2,969
0,7160,409,818,2,5515
14,6023,87,765,0,8960
3,5719,863,1054,4,1467
2,8645,335,1065,2,3791
13,6760,223,538,2,4724
8,5365,98,278,3,4484
13,3638,757,541,0,1952
23,8009,343,225,0,6523
3,6781,509,176,0,8813
16,4641,556,830,0,2213
5,7787,830,906,4,5920
2,9023,576,273,1,5089
15,2010,900,271,2,2971
9,3114,847,667,2,6687
6,6148,601,469,0,7496
15,8910,895,1100,1,4932
4,6801,947,167,4,8120
5,6047,461,918,3,7898
5,4933,713,854,2,308
1,776,497,321,0,9128
1,340,267,705,0,6888
12,9590,176,510,1,5509
4,4406,865,493,0,7574
15,194,851,564,4,9906
12,9221,529,183,3,9712
18,7323,158,733,4,4830
1,10325,150,430,0,1892
7,7333,582,217,0,8830
8,1745,771,950,2,1287
7,1392,474,136,4,4976
2,9379,790,947,4,8085
7,4882,796,231,2,2246
5,4808,532,895,3,3350
14,9636,476,428,2,1755
8,2227,489,1065,3,7338
6,8432,625,943,2,5569
22,1792,439,567,2,9809
8,5837,712,523,0,2048
20,7340,83,988,4,8237
2,4796,985,965,2,381
1,9476,353,434,4,2342
12,938,773,399,0,6370
7,3673,452,763,3,6920
22,4846,137,234,0,4588
6,9065,735,708,4,882
5,10496,675,697,4,7775
24,5481,440,935,2,2210
5,4509,566,871,0,9568
3,10225,231,527,2,8825
21,6324,631,906,0,7569
7,977,344,697,0,677
6,7425,818,735,2,4573
9,565,73,1024,2,778
1,6864,859,515,1,522
3,10954,57,233,2,4043
11,9762,686,725,2,7625
4,1108,689,1000,0,4741
2,3122,82,264,2,9845
4,6438,831,966,2,2746
9,9248,263,271,3,6221
3,4564,931,400,3,3305
1,7864,57,672,1,3655
5,9895,869,274,2,7644
15,7263,515,942,2,6666
2,8446,455,685,1,2883
5,7303,11,39,4,9916
2,8262,107,245,4,8878
23,7484,847,1081,0,295
4,675,261,822,4,1389
5,936,920,261,4,5077
8,8397,920,971,4,4044
1,9756,555,225,0,5391
8,8392,27,1053,4,3288
4,9467,699,954,1,8317
8,5305,867,365,3,6016
9,5103,314,197,2,3343
7,9918,904,465,3,6641
5,113,142,822,1,6968
7,10855,271,527,0,60
20,9856,702,615,4,8205
9,5290,865,177,1,4885
7,10884,211,1018,1,5806
6,4484,428,772,2,1106
0,1916,428,641,4,1934
13,827,288,173,4,4434
3,10874,381,150,4,456
8,112,507,779,1,8640
4,5283,959,837,1,4688
4,9611,220,288,1,6998
1,8512,927,776,4,203
5,8449,706,939,4,194
1,75,225,148,1,7957
7,1735,74,780,4,9163
19,7956,253,959,3,7886
3,2113,498,1039,1,2576
23,2535,631,973,3,1327
5,10539,805,949,3,5852
23,530,367,232,2,7159
8,6580,898,270,1,2297
17,1317,885,1014,0,5944
4,3591,51,375,0,541
6,5758,505,652,2,5523
19,7685,350,385,4,20
4,9689,103,795,2,1741
2,3915,507,1037,4,5635
22,5055,239,262,1,9922
6,5626,418,811,4,7402
5,10732,251,703,2,4258
2,1982,318,676,4,2973
3,246,978,1052,3,3597
19,4956,672,532,1,8069
5,10074,955,140,2,4025
0,7451,413,820,3,8668
10,10074,516,148,4,2046
19,4321,457,164,3,8104
22,8972,377,125,1,8517
15,9464,899,1034,2,5299
6,10126,284,275,4,2712
4,2803,360,490,3,7414
17,9154,973,728,2,9263
13,1094,354,893,2,9010
2,1947,24,720,1,5268
7,6273,893,158,3,974
1,8362,679,270,4,5908
4,9904,940,839,0,8328
16,10475,298,732,0,4634
12,7532,114,593,3,6822
0,4951,778,515,0,9609
5,5256,304,1028,2,568
1,3902,534,410,2,8578
0,4486,280,852,2,6540
12,2376,720,104,3,3510
14,4107,334,250,3,564
0,8315,812,1052,2,4317
5,5774,659,1055,3,5459
5,9419,841,326,3,4581
21,4866,512,230,0,7660
18,8635,14,639,0,5421
3,9179,179,319,3,4375
17,7965,594,711,2,983
6,9283,455,275,1,8636
19,138,138,766,3,8831
24,5593,434,889,3,4792
8,1999,833,128,3,3371
9,3735,528,327,0,7599
6,8118,73,340,3,6757
23,9214,126,752,3,9103
3,10362,156,997,1,7752
4,2969,751,897,2,4529
7,3722,492,975,4,5712
6,4441,675,658,0,8680
15,1121,307,641,0,874
1,8796,702,748,3,5647
11,2507,927,378,1,3752
8,1541,971,382,1,6912
16,6631,647,707,4,1408
5,8713,37,420,3,3350
9,7037,664,181,0,521
9,9865,459,565,0,6859
5,348,114,318,1,5257
8,8102,492,781,0,3281
1,9844,619,1022,1,7585
2,408,143,1053,0,5219
2,5631,994,956,1,4538
21,2191,196,261,1,2801
4,5354,535,688,2,7372
2,10494,93,279,4,8394
13,3704,922,679,1,8488
1,3518,407,781,2,2817
8,3346,153,780,4,954
5,7353,322,420,0,1366
2,1135,469,467,2,5891
5,1010,602,953,0,6866
5,832,826,952,3,1741
4,8991,972,1052,0,9139
4,7506,854,164,0,54
16,9854,655,905,0,8478
5,10819,534,868,4,1034
0,5395,535,460,0,1965
3,2839,693,318,1,4158
8,1789,262,955,0,5518
23,7050,682,752,1,6672
15,7635,908,889,2,2049
6,2659,341,570,0,8645
9,763,4,1149,1,1471
0,2208,534,665,4,9604
3,5093,515,99,4,1471
12,8848,192,162,2,1746
7,5266,473,736,1,8898
22,672,461,646,1,7534
7,4258,92,904,2,5168
9,8717,594,913,1,8874
17,5016,383,810,4,8515
3,2015,686,238,4,5159
4,1088,908,452,1,2068
6,9168,459,432,0,7046
8,7052,931,444,2,4279
2,3543,662,904,0,1796
2,4389,344,975,2,3428
21,5755,550,593,1,5518
1,5613,345,515,2,1963
4,10477,310,1069,1,8250
20,4411,812,449,3,2504
7,8481,91,259,2,4694
3,1660,787,195,3,4498
1,8074,829,751,1,4609
2,5253,641,308,3,6738
20,6758,778,554,0,481
2,147,38,269,1,6958
5,4953,985,10,1,633
3,5099,781,915,2,7107
5,2888,72,1066,2,3558
17,8182,731,914,3,617
24,9881,433,577,1,715
8,7187,698,436,3,8791
0,10965,516,1029,1,5006
8,5130,94,1039,0,7283
1,1827,328,963,3,7593
19,4479,488,637,1,2680
15,9662,127,654,0,7404
9,6842,862,204,2,4646
6,6867,403,553,2,2128
12,6749,942,992,0,8775
24,5857,177,549,3,7055
17,4340,310,330,0,7855
2,9685,10,53,2,7284
9,2266,645,327,2,2209
20,8047,303,259,0,8276
1,6056,637,196,3,2593
0,2746,539,655,2,4535
7,7505,346,729,3,8254
10,8953,605,355,4,1961
5,9339,209,336,0,6503
1,1914,662,539,1,2265
4,9626,599,520,3,3197
0,2470,639,885,4,6166
22,2714,449,711,4,1620
15,2079,659,541,4,3679
24,8103,816,511,1,9671
16,3700,469,825,1,2797
18,6254,414,482,2,9507
17,4047,407,524,0,5092
17,3540,121,414,1,9896
2,3583,385,535,4,565
14,8680,975,1070,0,2273
11,10517,319,544,1,9254
3,7747,580,730,2,1561
9,2603,396,660,0,8443
4,8673,549,366,1,831
23,942,63,211,4,4082
6,10633,668,301,2,6718
6,2929,839,988,2,6998
2,3322,332,111,2,6133
4,3811,715,996,1,1761
8,5023,798,907,1,5405
6,66,630,721,2,4869
5,4460,597,147,2,8718
10,10663,289,225,0,8858
1,2127,625,859,0,8451
0,8705,456,376,4,3425
12,1507,363,359,1,1493
8,9213,222,1092,0,2260
6,9031,320,443,3,5646
23,6122,374,350,2,7673
14,6362,623,399,3,4884
6,2972,709,118,2,3867
9,4432,169,778,4,3185
5,3245,844,908,4,1468
19,1411,560,167,2,1287
5,8880,940,1045,2,2659
7,3920,635,299,3,7794
4,224,691,820,2,2057
7,6937,72,608,1,6915
21,6673,981,883,2,81
23,6400,684,553,0,3194
6,3348,459,1057,0,1870
13,2002,716,205,4,9876
1,7507,343,699,2,1005
15,10143,122,878,0,8414
0,5382,107,716,0,6245
9,3881,508,323,4,3015
22,5421,903,206,0,439
13,5264,135,758,2,8262
3,4648,959,772,2,7719
9,4593,978,1129,3,1980
8,3746,754,390,1,8035
1,5482,648,713,3,6154
3,4691,153,943,3,1579
2,7800,87,642,1,2942
6,5996,713,424,3,4880
6,6772,75,261,0,4403
7,10328,944,1031,2,8551
1,4438,824,696,2,8367
23,1632,739,508,2,4639
21,8713,993,251,4,909
13,6151,96,237,0,9331
10,9524,861,644,4,9189
1,3470,465,647,2,5027
15,3287,555,531,3,3152
9,7235,727,843,2,4947
1,7864,986,996,3,4159
1,359,827,586,2,6326
0,9981,223,443,3,99
2,1023,331,901,0,6006
18,899,631,375,3,5038
0,1892,644,727,4,946
0,10832,820,199,3,2224
5,1378,799,1019,0,1927
19,7708,274,394,2,8134
0,10913,416,671,1,5515
9,6001,171,159,1,3308
8,9743,428,241,2,6136
9,10531,159,359,4,7719
9,9757,758,111,0,5864
13,6489,771,244,3,8842
12,10816,709,767,1,8529
9,10343,722,138,0,8145
0,5291,915,179,0,883
1,6680,662,502,4,4485
6,409,860,706,2,4649
0,10216,973,665,0,1420
22,2293,293,882,2,1403
14,9543,692,762,4,8108
9,9806,110,654,0,6005
15,4314,502,813,3,6603
1,6638,284,410,0,5350
23,1698,559,1037,1,9989
1,1133,667,360,1,3612
1,6053,605,818,2,6401
19,7462,355,857,1,5966
21,1489,94,811,1,6379
2,7098,653,309,0,1467
4,488,265,909,4,3979
14,2337,963,525,4,7712
6,2657,883,137,1,4048
4,9985,344,652,0,3179
9,2475,256,1027,1,1129
9,8933,463,857,4,7201
4,5834,703,152,2,6341
17,10587,723,923,2,964
0,1373,804,226,3,8488
2,9684,970,1078,4,9962
4,9069,183,847,3,7643
1,5723,398,209,0,2467
0,5636,579,906,1,4299
2,4701,86,281,4,8131
8,7178,854,985,4,5273
10,5459,150,1082,3,7202
12,10175,407,923,2,898
24,7199,145,519,1,5802
9,9137,620,341,1,893
19,6783,461,674,2,3142
21,2180,402,639,2,4079
23,3395,500,380,4,2884
9,6527,157,564,3,5305
21,1634,713,458,3,7549
5,6050,854,409,2,7500
5,9707,930,249,2,1976
8,135,625,851,2,8165
12,10822,11,107,3,7178
3,5523,840,594,4,7375
2,6558,122,763,3,4238
1,5145,158,345,4,7909
8,885,800,384,0,650
22,2115,387,525,4,1885
3,1702,54,805,3,7400
9,7374,852,723,4,6339
22,4429,831,335,4,5943
9,8713,525,1050,1,1522
7,5389,437,804,4,6356
12,6058,789,759,4,6772
10,8953,621,160,2,1017
18,4689,799,966,0,9797
8,386,153,287,3,2216
12,9756,886,426,2,1666
23,5804,237,1064,4,9030
18,6142,859,1071,1,8654
7,4672,33,1017,3,1363
22,4112,875,183,3,8518
4,2564,313,347,3,4632
2,4973,778,802,0,6945
7,3976,886,399,1,2705
13,7989,577,306,4,8898
14,6186,501,333,4,7729
17,9559,237,161,1,8016
3,3092,935,835,2,1219
6,2905,297,261,3,7917
18,8055,188,559,0,8850
5,8159,436,420,4,6951
2,613,55,911,0,2626
2,8123,992,1144,4,1308
8,1383,402,958,1,8225
1,9713,516,806,3,7969
15,10403,316,374,0,5060
11,10887,290,141,4,1969
4,5360,358,892,0,9091
18,1399,817,1079,1,7012
3,5795,235,805,4,1993
9,3118,359,859,2,2457
18,9992,416,300,3,8029
1,3104,152,307,2,4736
7,5848,854,436,2,6973
0,8943,629,803,0,4921
11,6312,180,188,0,1008
18,1361,729,165,1,4599
4,9793,515,253,0,4605
10,1962,887,620,4,2436
18,3356,594,274,0,524
7,5734,648,1071,4,105
1,9958,360,444,4,5793
14,874,476,107,3,8859
9,5874,228,176,2,9339
4,10565,53,590,3,1662
5,2684,504,696,0,2529
1,9242,88,908,1,2772
7,7771,793,224,4,9821
0,155,127,969,1,3410
0,5290,701,372,0,5970
24,6117,265,767,0,8070
6,6984,731,164,1,6501
4,3404,500,373,1,358
1,3524,925,1030,1,3205
24,1833,424,606,4,921
23,5550,477,334,1,8846
10,3651,728,632,0,1848
4,8747,677,204,4,6677
8,1864,756,436,0,2003
22,5712,923,667,3,9998
11,10802,913,489,4,5967
3,980,407,466,2,4590
23,3971,176,953,3,1016
0,9913,701,418,0,3993
9,8052,260,705,4,7521
8,4552,310,439,1,1688
1,1076,457,914,1,5553
2,10419,53,373,1,5534
